cell,ix,iy,lon0,lat0,n_buildings,roof_area_m2,n_pv_buildings,pv_area_det_roof_m2,pv_area_exp_roof_m2,pv_area_exp_m2,pv_area_det_total_m2,pv_area_det_roofcand_m2,lon_center,lat_center,cell_area_km2,pv_ratio_det,pv_ratio_exp,pv_det_m2_per_km2,pv_exp_m2_per_km2,est_mwp_det,est_mwp_exp
0030_0044,30,44,63.840515832439806,28.1089663393252,915,761185.6254,0,0.0,0.0,0.0,0.0,0.0,63.8905158324398,28.1589663393252,108.84621613434601,0.0,0.0,0.0,0.0,0.0,0.0
0031_0043,31,43,63.94051583243981,28.0089663393252,3130,2245912.7693000003,0,0.0,0.0,0.0,0.0,0.0,63.990515832439804,28.058966339325202,108.94561852659989,0.0,0.0,0.0,0.0,0.0,0.0
0031_0044,31,44,63.94051583243981,28.1089663393252,1177,911580.1147,0,0.0,0.0,0.0,0.0,0.0,63.990515832439804,28.1589663393252,108.84621613434601,0.0,0.0,0.0,0.0,0.0,0.0
0032_0032,32,32,64.04051583243981,26.9089663393252,91663,4596076.9156,0,0.0,0.0,0.0,0.0,0.0,64.0905158324398,26.9589663393252,110.01715878475189,0.0,0.0,0.0,0.0,0.0,0.0
0032_0043,32,43,64.04051583243981,28.0089663393252,963,594009.6741000001,0,0.0,0.0,0.0,0.0,0.0,64.0905158324398,28.058966339325202,108.94561852659226,0.0,0.0,0.0,0.0,0.0,0.0
0035_0051,35,51,64.3405158324398,28.808966339325202,22550,1565187.1788,0,0.0,0.0,6.274510383605957,0.0,0.0,64.3905158324398,28.858966339325203,108.14115864715576,0.0,0.0,0.0,0.0,0.0,0.0
0038_0056,38,56,64.6405158324398,29.308966339325202,26527,1126467.6746,0,0.0,0.0,0.0,0.0,0.0,64.6905158324398,29.358966339325203,107.6276785641098,0.0,0.0,0.0,0.0,0.0,0.0
0045_0048,45,48,65.3405158324398,28.5089663393252,34648,2215257.3098,0,0.0,0.0,0.0,0.0,0.0,65.3905158324398,28.558966339325202,108.44530376609802,0.0,0.0,0.0,0.0,0.0,0.0
0046_0053,46,53,65.4405158324398,29.0089663393252,2581,106292.96340000001,6,150.08734764530163,95.85693035306632,222056.078125,266033.48376406473,0.0,65.4905158324398,29.058966339325202,107.93675105252457,0.0014,0.0009,1.39,0.89,0.027,0.0173
0048_0054,48,54,65.6405158324398,29.1089663393252,3996,196349.3267,0,0.0,0.0,18802.353515625,21281.34259410447,0.0,65.6905158324398,29.1589663393252,107.83405477560424,0.0,0.0,0.0,0.0,0.0,0.0
0051_0058,51,58,65.9405158324398,29.5089663393252,44013,2771409.1234,0,0.0,0.0,893.3333129882812,0.0,0.0,65.9905158324398,29.558966339325202,107.41999255587768,0.0,0.0,0.0,0.0,0.0,0.0
0052_0046,52,46,66.04051583243981,28.308966339325202,6717,362251.2171,0,0.0,0.0,141808.625,180091.56347563083,0.0,66.0905158324398,28.358966339325203,108.64642000562286,0.0,0.0,0.0,0.0,0.0,0.0
0053_0046,53,46,66.1405158324398,28.308966339325202,2318,114273.7147,0,0.0,0.0,110176.859375,141745.98561866442,0.0,66.1905158324398,28.358966339325203,108.64642000562286,0.0,0.0,0.0,0.0,0.0,0.0
0054_0044,54,44,66.24051583243981,28.1089663393252,6506,265943.6683,0,0.0,0.0,4326.2744140625,0.0,0.0,66.29051583243981,28.1589663393252,108.84621613433838,0.0,0.0,0.0,0.0,0.0,0.0
0054_0047,54,47,66.24051583243981,28.4089663393252,15616,1189910.073,0,0.0,0.0,2157.2548828125,3097.0878723907517,0.0,66.29051583243981,28.4589663393252,108.5460267731247,0.0,0.0,0.0,0.0,0.0,0.0
0055_0059,55,59,66.3405158324398,29.6089663393252,8817,603326.6455,0,0.0,0.0,0.0,0.0,0.0,66.3905158324398,29.6589663393252,107.31565903669738,0.0,0.0,0.0,0.0,0.0,0.0
0055_0071,55,71,66.3405158324398,30.808966339325202,17956,1230611.9216,0,0.0,0.0,0.0,0.0,0.0,66.3905158324398,30.858966339325203,106.03825442075347,0.0,0.0,0.0,0.0,0.0,0.0
0055_0072,55,72,66.3405158324398,30.9089663393252,23711,1772071.023,5,206.67276461585425,118.29111951138563,1750.9803466796875,8194.461761970888,0.0,66.3905158324398,30.9589663393252,105.92969541018677,0.0001,0.0001,1.95,1.12,0.0372,0.0213
0056_0042,56,42,66.4405158324398,27.9089663393252,4705,215114.5705,0,0.0,0.0,0.0,0.0,0.0,66.4905158324398,27.9589663393252,109.04469013641739,0.0,0.0,0.0,0.0,0.0,0.0
0056_0056,56,56,66.4405158324398,29.308966339325202,3742,207977.671,0,0.0,0.0,393.7254943847656,0.0,0.0,66.4905158324398,29.358966339325203,107.6276785641098,0.0,0.0,0.0,0.0,0.0,0.0
0056_0060,56,60,66.4405158324398,29.7089663393252,12156,870339.1995999999,0,0.0,0.0,54509.41796875,47570.70582266955,0.0,66.4905158324398,29.7589663393252,107.21099886079406,0.0,0.0,0.0,0.0,0.0,0.0
0056_0071,56,71,66.4405158324398,30.808966339325202,34145,2296802.1067,0,0.0,0.0,14661.9609375,18389.517982995254,0.0,66.4905158324398,30.858966339325203,106.03825442075347,0.0,0.0,0.0,0.0,0.0,0.0
0056_0072,56,72,66.4405158324398,30.9089663393252,62959,4834607.0553,0,0.0,0.0,6549.41259765625,0.0,0.0,66.4905158324398,30.9589663393252,105.92969541018677,0.0,0.0,0.0,0.0,0.0,0.0
0057_0020,57,20,66.54051583243981,25.7089663393252,10644,529492.0571000001,0,0.0,0.0,0.0,0.0,0.0,66.5905158324398,25.7589663393252,111.14008285816574,0.0,0.0,0.0,0.0,0.0,0.0
0057_0021,57,21,66.54051583243981,25.808966339325202,10905,682055.5130999999,0,0.0,0.0,0.0,0.0,0.0,66.5905158324398,25.858966339325203,111.04834987528992,0.0,0.0,0.0,0.0,0.0,0.0
0057_0040,57,40,66.54051583243981,27.7089663393252,29964,1960963.9146000003,0,0.0,0.0,36968.62890625,60365.609536620206,0.0,66.5905158324398,27.7589663393252,109.24184001164627,0.0,0.0,0.0,0.0,0.0,0.0
0057_0041,57,41,66.54051583243981,27.808966339325202,35253,2311899.1118,13,818.4662099493144,675.6257116190523,15439.21484375,15091.063024614705,0.0,66.5905158324398,27.858966339325203,109.14343071428299,0.0004,0.0003,7.5,6.19,0.1473,0.1216
0057_0053,57,53,66.54051583243981,29.0089663393252,20213,1400824.8710999999,0,0.0,0.0,0.0,0.0,0.0,66.5905158324398,29.058966339325202,107.93675105252457,0.0,0.0,0.0,0.0,0.0,0.0
0057_0056,57,56,66.54051583243981,29.308966339325202,9288,608923.9175,2,3.679681555062416,20.22506559362635,425.0980224609375,199.8881710387068,0.0,66.5905158324398,29.358966339325203,107.6276785641098,0.0,0.0,0.03,0.19,0.0007,0.0036
0057_0057,57,57,66.54051583243981,29.4089663393252,5240,359979.319,7,211.54375366371823,150.89337342698053,28073.7265625,40077.09145896905,0.0,66.5905158324398,29.4589663393252,107.52399915309142,0.0006,0.0004,1.97,1.4,0.0381,0.0272
0057_0063,57,63,66.54051583243981,30.0089663393252,10786,996754.5499999999,0,0.0,0.0,0.0,0.0,0.0,66.5905158324398,30.058966339325202,106.89506105957794,0.0,0.0,0.0,0.0,0.0,0.0
0057_0068,57,68,66.54051583243981,30.5089663393252,24856,1661586.7387,0,0.0,0.0,2731.372802734375,4797.277421456529,0.0,66.5905158324398,30.558966339325202,106.36198996246338,0.0,0.0,0.0,0.0,0.0,0.0
0057_0069,57,69,66.54051583243981,30.6089663393252,18539,1043368.5641000001,0,0.0,0.0,650.9804077148438,0.0,0.0,66.5905158324398,30.6589663393252,106.25440197348023,0.0,0.0,0.0,0.0,0.0,0.0
0058_0012,58,12,66.6405158324398,24.9089663393252,5320,456175.33550000004,0,0.0,0.0,68.23529815673828,0.0,0.0,66.6905158324398,24.9589663393252,111.86182179556275,0.0,0.0,0.0,0.0,0.0,0.0
0058_0016,58,16,66.6405158324398,25.308966339325202,16113,1034730.3382,0,0.0,248.62745739519596,2680.78466796875,0.0,0.0,66.6905158324398,25.358966339325203,111.50364975663757,0.0,0.0002,0.0,2.23,0.0,0.0448
0058_0017,58,17,66.6405158324398,25.4089663393252,12149,604312.5437,0,0.0,0.0,0.0,0.0,0.0,66.6905158324398,25.4589663393252,111.41326323963928,0.0,0.0,0.0,0.0,0.0,0.0
0058_0047,58,47,66.6405158324398,28.4089663393252,4354,240547.9099,0,0.0,0.0,63479.2109375,82761.81227762043,0.0,66.6905158324398,28.4589663393252,108.5460267731247,0.0,0.0,0.0,0.0,0.0,0.0
0058_0056,58,56,66.6405158324398,29.308966339325202,4234,275528.8725,0,0.0,0.0,25914.51171875,30386.649500276428,0.0,66.6905158324398,29.358966339325203,107.6276785641098,0.0,0.0,0.0,0.0,0.0,0.0
0058_0068,58,68,66.6405158324398,30.5089663393252,3785,243318.5217,0,0.0,0.0,0.0,0.0,0.0,66.6905158324398,30.558966339325202,106.36198996246338,0.0,0.0,0.0,0.0,0.0,0.0
0058_0069,58,69,66.6405158324398,30.6089663393252,39100,2915763.1716,0,0.0,0.0,0.0,0.0,0.0,66.6905158324398,30.6589663393252,106.25440197348023,0.0,0.0,0.0,0.0,0.0,0.0
0058_0070,58,70,66.6405158324398,30.7089663393252,16311,1068881.6913,0,0.0,0.0,2841.960693359375,5398.020003602956,0.0,66.6905158324398,30.7589663393252,106.1464900342102,0.0,0.0,0.0,0.0,0.0,0.0
0059_0011,59,11,66.74051583243981,24.808966339325202,12648,1006658.3417000001,3,313.06157409993466,265.6789922796845,47741.5703125,51477.94602554571,0.0,66.79051583243981,24.858966339325203,111.95052018787003,0.0003,0.0003,2.8,2.37,0.0564,0.0478
0059_0013,59,13,66.74051583243981,25.0089663393252,9784,454205.7803,2,55.54011424444616,37.33551481742263,48138.8203125,75465.37281052826,0.0,66.79051583243981,25.058966339325202,111.77278533519745,0.0001,0.0001,0.5,0.33,0.01,0.0067
0059_0014,59,14,66.74051583243981,25.1089663393252,4875,392901.2765,8,9793.78774714846,8287.455101476255,34191.375,33185.68270098104,0.0,66.79051583243981,25.1589663393252,111.68341102740479,0.0249,0.0211,87.69,74.2,1.7629,1.4917
0059_0047,59,47,66.74051583243981,28.4089663393252,4871,264311.87539999996,27,1488.233982868689,860.0434779146076,430669.375,651091.8331345231,0.0,66.79051583243981,28.4589663393252,108.5460267731247,0.0056,0.0033,13.71,7.92,0.2679,0.1548
0059_0048,59,48,66.74051583243981,28.5089663393252,9397,532207.2176999999,3,63.689032274036435,116.457864055226,1183279.625,1348001.7973462248,0.0,66.79051583243981,28.558966339325202,108.44530376609802,0.0001,0.0002,0.59,1.07,0.0115,0.021
0059_0060,59,60,66.74051583243981,29.7089663393252,10375,646389.9727,0,0.0,0.0,0.0,0.0,0.0,66.79051583243981,29.7589663393252,107.21099886079406,0.0,0.0,0.0,0.0,0.0,0.0
0059_0061,59,61,66.74051583243981,29.808966339325202,11827,650868.9904,0,0.0,0.0,0.0,0.0,0.0,66.79051583243981,29.858966339325203,107.10601229432679,0.0,0.0,0.0,0.0,0.0,0.0
0059_0062,59,62,66.74051583243981,29.9089663393252,7010,355526.0306,0,0.0,0.0,8314.1181640625,9097.391744185821,0.0,66.79051583243981,29.9589663393252,107.00069960457611,0.0,0.0,0.0,0.0,0.0,0.0
0059_0063,59,63,66.74051583243981,30.0089663393252,5655,279206.2818,0,0.0,0.0,13016.080078125,16795.394043137203,0.0,66.79051583243981,30.058966339325202,106.89506105957794,0.0,0.0,0.0,0.0,0.0,0.0
0059_0064,59,64,66.74051583243981,30.1089663393252,6239,427058.4053,0,0.0,0.0,25.490198135375977,0.0,0.0,66.79051583243981,30.1589663393252,106.78909692864227,0.0,0.0,0.0,0.0,0.0,0.0
0059_0068,59,68,66.74051583243981,30.5089663393252,7434,592650.7989,0,0.0,0.0,0.0,0.0,0.0,66.79051583243981,30.558966339325202,106.36198996246338,0.0,0.0,0.0,0.0,0.0,0.0
0059_0069,59,69,66.74051583243981,30.6089663393252,14314,958163.2639,0,0.0,0.0,0.0,0.0,0.0,66.79051583243981,30.6589663393252,106.25440197348023,0.0,0.0,0.0,0.0,0.0,0.0
0059_0070,59,70,66.74051583243981,30.7089663393252,17007,1507451.9852999998,0,0.0,0.0,187.8431396484375,0.0,0.0,66.79051583243981,30.7589663393252,106.1464900342102,0.0,0.0,0.0,0.0,0.0,0.0
0060_0011,60,11,66.8405158324398,24.808966339325202,33999,2696848.7723000003,83,21332.518682676957,17005.45813207217,57489.01953125,57080.74076147843,0.0,66.8905158324398,24.858966339325203,111.95052018787003,0.0079,0.0063,190.55,151.9,3.8399,3.061
0060_0012,60,12,66.8405158324398,24.9089663393252,47818,3315568.2783,309,53616.74155755175,50842.30145863781,180141.578125,206638.7491544925,0.0,66.8905158324398,24.9589663393252,111.86182179556275,0.0162,0.0153,479.31,454.51,9.651,9.1516
0060_0013,60,13,66.8405158324398,25.0089663393252,80532,6081167.6719,1387,422806.48558335984,368277.99375206686,886204.6875,1000659.1186832308,809325.598143701,66.8905158324398,25.058966339325202,111.77278533519745,0.0695,0.0606,3782.73,3294.88,76.1052,66.29
0060_0014,60,14,66.8405158324398,25.1089663393252,3669,256927.4438,305,22311.750502014715,21728.235533445382,249076.078125,265523.52512723923,0.0,66.8905158324398,25.1589663393252,111.68341102740479,0.0868,0.0846,199.78,194.55,4.0161,3.9111
0060_0060,60,60,66.8405158324398,29.7089663393252,12732,882377.0044,0,0.0,0.0,6855.294921875,7098.385006511118,0.0,66.8905158324398,29.7589663393252,107.21099886079406,0.0,0.0,0.0,0.0,0.0,0.0
0060_0061,60,61,66.8405158324398,29.808966339325202,13293,808087.9076,0,0.0,0.0,53.725494384765625,0.0,0.0,66.8905158324398,29.858966339325203,107.10601229432679,0.0,0.0,0.0,0.0,0.0,0.0
0060_0062,60,62,66.8405158324398,29.9089663393252,6363,332686.1402,6,403.87390553570003,308.6690372784972,44667.84765625,47690.0703846392,0.0,66.8905158324398,29.9589663393252,107.00069960457611,0.0012,0.0009,3.77,2.88,0.0727,0.0556
0060_0063,60,63,66.8405158324398,30.0089663393252,15455,1035934.3581999999,5,621.7776541331841,512.8395825906664,83312.546875,105077.6268093076,0.0,66.8905158324398,30.058966339325202,106.89506105957794,0.0006,0.0005,5.82,4.8,0.1119,0.0923
0060_0065,60,65,66.8405158324398,30.2089663393252,29497,2465536.8758,34,7917.512519971928,7088.374755557245,52738.0390625,56489.447168618906,0.0,66.8905158324398,30.2589663393252,106.68280748179626,0.0032,0.0029,74.22,66.44,1.4252,1.2759
0060_0066,60,66,66.8405158324398,30.308966339325202,22975,1811165.1093,0,0.0,0.0,46.66667175292969,0.0,0.0,66.8905158324398,30.358966339325203,106.576192990242,0.0,0.0,0.0,0.0,0.0,0.0
0060_0068,60,68,66.8405158324398,30.5089663393252,19799,1161509.7602000001,0,0.0,0.0,496.4705810546875,699.8802606888348,0.0,66.8905158324398,30.558966339325202,106.36198996246338,0.0,0.0,0.0,0.0,0.0,0.0
0060_0069,60,69,66.8405158324398,30.6089663393252,16567,1547990.7963999999,0,0.0,0.0,0.0,0.0,0.0,66.8905158324398,30.6589663393252,106.25440197348023,0.0,0.0,0.0,0.0,0.0,0.0
0060_0070,60,70,66.8405158324398,30.7089663393252,23284,1936128.866,0,0.0,0.0,2262.745361328125,399.9190704857465,0.0,66.8905158324398,30.7589663393252,106.1464900342102,0.0,0.0,0.0,0.0,0.0,0.0
0061_0010,61,10,66.9405158324398,24.7089663393252,5696,873738.4839,0,0.0,0.0,1350.98046875,1099.8040263948496,0.0,66.9905158324398,24.7589663393252,112.0388802925148,0.0,0.0,0.0,0.0,0.0,0.0
0061_0011,61,11,66.9405158324398,24.808966339325202,264188,27590493.445,1888,595880.5431842295,522243.93070407066,904215.25,1031768.8764819336,955388.7968877398,66.9905158324398,24.858966339325203,111.95052018787003,0.0216,0.0189,5322.71,4664.95,107.2585,94.0039
0061_0012,61,12,66.9405158324398,24.9089663393252,506902,33708861.6321,1505,501207.5875426948,432374.6826310042,777919.75,882719.019554858,734350.6515251521,66.9905158324398,24.9589663393252,111.86182179556275,0.0149,0.0128,4480.6,3865.26,90.2174,77.8274
0061_0013,61,13,66.9405158324398,25.0089663393252,34863,1686194.7692,38,8312.545796331595,7676.649379647661,26586.666015625,31493.75814440311,0.0,66.9905158324398,25.058966339325202,111.77278533519745,0.0049,0.0046,74.37,68.68,1.4963,1.3818
0061_0062,61,62,66.9405158324398,29.9089663393252,12336,722850.4499,5,234.0663521902461,120.81787956444695,16117.6455078125,25996.995334369596,0.0,66.9905158324398,29.9589663393252,107.00069960457611,0.0003,0.0002,2.19,1.13,0.0421,0.0217
0061_0063,61,63,66.9405158324398,30.0089663393252,75409,5246559.637499999,52,12551.390672682232,10135.891460920828,31476.46875,37795.187580814585,37495.23272135854,66.9905158324398,30.058966339325202,106.89506105957794,0.0024,0.0019,117.42,94.82,2.2593,1.8245
0061_0064,61,64,66.9405158324398,30.1089663393252,323637,25088030.800499998,103,17856.07146311245,16059.366218355219,31472.943359375,37895.12070235226,28296.47541859455,66.9905158324398,30.1589663393252,106.78909692864227,0.0007,0.0006,167.21,150.38,3.2141,2.8907
0061_0065,61,65,66.9405158324398,30.2089663393252,129357,12411277.6629,126,15288.582054528379,12187.150429313278,179414.921875,212477.37053115817,17297.65375468554,66.9905158324398,30.2589663393252,106.68280748179626,0.0012,0.001,143.31,114.24,2.7519,2.1937
0061_0066,61,66,66.9405158324398,30.308966339325202,41543,2841978.6394,1,26.43743409961462,12.76551885136664,6075.6865234375,11498.487208114238,0.0,66.9905158324398,30.358966339325203,106.576192990242,0.0,0.0,0.25,0.12,0.0048,0.0023
0061_0067,61,67,66.9405158324398,30.4089663393252,13839,940514.7163,0,0.0,0.0,392.5490417480469,0.0,0.0,66.9905158324398,30.4589663393252,106.46925372611237,0.0,0.0,0.0,0.0,0.0,0.0
0061_0068,61,68,66.9405158324398,30.5089663393252,49260,4258819.670299999,0,0.0,0.0,0.0,0.0,0.0,66.9905158324398,30.558966339325202,106.36198996246338,0.0,0.0,0.0,0.0,0.0,0.0
0061_0069,61,69,66.9405158324398,30.6089663393252,15839,1125590.5156999999,0,0.0,0.0,0.0,0.0,0.0,66.9905158324398,30.6589663393252,106.25440197348023,0.0,0.0,0.0,0.0,0.0,0.0
0061_0070,61,70,66.9405158324398,30.7089663393252,15338,1248560.6919999998,0,0.0,0.0,12.549020767211914,0.0,0.0,66.9905158324398,30.7589663393252,106.1464900342102,0.0,0.0,0.0,0.0,0.0,0.0
0062_0010,62,10,67.04051583243981,24.7089663393252,35465,5678404.945800001,52,9929.559650179031,8891.800219846684,18981.17578125,23497.613385514007,13798.731561172928,67.0905158324398,24.7589663393252,112.0388802925148,0.0017,0.0016,88.63,79.36,1.7873,1.6005
0062_0011,62,11,67.04051583243981,24.808966339325202,319131,34639118.7058,1855,533031.4296070496,459378.89554542355,828966.1875,959106.4928627919,874215.9219380744,67.0905158324398,24.858966339325203,111.95052018787003,0.0154,0.0133,4761.31,4103.41,95.9457,82.6882
0062_0012,62,12,67.04051583243981,24.9089663393252,403533,40609370.773,990,346489.7248470319,297816.2330925632,503714.9375,544737.6655933887,518740.0544359112,67.0905158324398,24.9589663393252,111.86182179556275,0.0085,0.0073,3097.48,2662.36,62.3682,53.6069
0062_0013,62,13,67.04051583243981,25.0089663393252,122603,10551171.461900001,298,122423.82606395503,108142.90706758475,229233.34375,264873.3784241633,263873.47909683874,67.0905158324398,25.058966339325202,111.77278533519745,0.0116,0.0102,1095.29,967.52,22.0363,19.4657
0062_0062,62,62,67.04051583243981,29.9089663393252,5729,293037.24529999995,0,0.0,0.0,105038.0390625,105495.35233259294,0.0,67.0905158324398,29.9589663393252,107.00069960457611,0.0,0.0,0.0,0.0,0.0,0.0
0062_0064,62,64,67.04051583243981,30.1089663393252,3122,281957.8147,21,1352.641280058946,1282.9169946361362,100721.1796875,122693.14944223198,0.0,67.0905158324398,30.1589663393252,106.78909692864227,0.0048,0.0046,12.67,12.01,0.2435,0.2309
0062_0065,62,65,67.04051583243981,30.2089663393252,12005,1076024.1491,7,584.4205316462903,473.43314837858077,74139.21875,71098.52806142904,0.0,67.0905158324398,30.2589663393252,106.68280748179626,0.0005,0.0004,5.48,4.44,0.1052,0.0852
0062_0067,62,67,67.04051583243981,30.4089663393252,12353,699837.7324999999,0,0.0,0.0,5681.1767578125,4199.825954620261,0.0,67.0905158324398,30.4589663393252,106.46925372611237,0.0,0.0,0.0,0.0,0.0,0.0
0062_0068,62,68,67.04051583243981,30.5089663393252,17067,987488.8715,0,0.0,0.0,0.0,0.0,0.0,67.0905158324398,30.558966339325202,106.36198996246338,0.0,0.0,0.0,0.0,0.0,0.0
0062_0069,62,69,67.04051583243981,30.6089663393252,22736,1756189.3807,0,0.0,0.0,0.0,0.0,0.0,67.0905158324398,30.6589663393252,106.25440197348023,0.0,0.0,0.0,0.0,0.0,0.0
0062_0070,62,70,67.04051583243981,30.7089663393252,10367,827813.6908,0,0.0,74.77212792369686,4112.15673828125,6899.679651223705,0.0,67.0905158324398,30.7589663393252,106.1464900342102,0.0,0.0001,0.0,0.7,0.0,0.0135
0063_0010,63,10,67.1405158324398,24.7089663393252,23544,1391565.2192000002,16,6358.795198896969,4833.931833010435,7445.490234375,9899.391292101063,6799.570818276901,67.1905158324398,24.7589663393252,112.0388802925148,0.0046,0.0035,56.76,43.15,1.1446,0.8701
0063_0011,63,11,67.1405158324398,24.808966339325202,404513,32105518.303099997,2877,1211184.717228138,1075241.137814059,1864477.875,2124682.3527838048,2007683.5002987352,67.1905158324398,24.858966339325203,111.95052018787003,0.0377,0.0335,10818.93,9604.61,218.0132,193.5434
0063_0012,63,12,67.1405158324398,24.9089663393252,130749,13008130.481800001,185,37041.90595259123,31872.639425841502,202572.546875,225896.3043997505,68797.26304399496,67.1905158324398,24.9589663393252,111.86182179556275,0.0028,0.0025,331.14,284.93,6.6675,5.7371
0063_0013,63,13,67.1405158324398,25.0089663393252,55118,3437809.795,24,8714.37069798233,7907.964843168019,30574.1171875,35298.00307780015,5499.623549230222,67.1905158324398,25.058966339325202,111.77278533519745,0.0025,0.0023,77.97,70.75,1.5686,1.4234
0063_0014,63,14,67.1405158324398,25.1089663393252,18556,1119818.1785,63,6407.563623946329,6283.533720325832,27996.08203125,30399.40156293864,0.0,67.1905158324398,25.1589663393252,111.68341102740479,0.0057,0.0056,57.37,56.26,1.1534,1.131
0064_0010,64,10,67.24051583243981,24.7089663393252,3548,555630.8464000002,124,77680.32739130326,63298.07641936653,120331.375,136713.89020478143,0.0,67.29051583243981,24.7589663393252,112.0388802925148,0.1398,0.1139,693.33,564.97,13.9825,11.3937
0064_0011,64,11,67.24051583243981,24.808966339325202,114236,13105830.773200002,1865,991719.1037374844,908220.3609719649,2042221.25,2152632.0970530408,1735509.009899898,67.29051583243981,24.858966339325203,111.95052018787003,0.0757,0.0693,8858.55,8112.69,178.5094,163.4797
0064_0012,64,12,67.24051583243981,24.9089663393252,69211,5711393.004,110,21710.961051721464,16516.886462872615,47524.70703125,60104.08946582803,32802.02311061998,67.29051583243981,24.9589663393252,111.86182179556275,0.0038,0.0029,194.09,147.65,3.908,2.973
0064_0013,64,13,67.24051583243981,25.0089663393252,30815,2409255.4088,169,44337.78936691652,34703.769076398545,94626.265625,120710.21079940844,64905.58853851294,67.29051583243981,25.058966339325202,111.77278533519745,0.0184,0.0144,396.68,310.48,7.9808,6.2467
0064_0069,64,69,67.24051583243981,30.6089663393252,9914,829920.3822,0,0.0,0.6083765065670014,1050.9805908203125,0.0,0.0,67.29051583243981,30.6589663393252,106.25440197348023,0.0,0.0,0.0,0.01,0.0,0.0001
0065_0010,65,10,67.3405158324398,24.7089663393252,5883,1319600.6205000002,314,93924.707871782,89818.76368769274,266983.5625,282442.3362137086,65010.29978579836,67.3905158324398,24.7589663393252,112.0388802925148,0.0712,0.0681,838.32,801.67,16.9064,16.1674
0065_0011,65,11,67.3405158324398,24.808966339325202,39800,4765294.9793,493,361175.1559538259,329845.6600946287,930990.25,1070267.4418348176,542881.9932874604,67.3905158324398,24.858966339325203,111.95052018787003,0.0758,0.0692,3226.2,2946.35,65.0115,59.3722
0065_0012,65,12,67.3405158324398,24.9089663393252,11748,606762.5938,0,0.0,0.0,0.0,0.0,0.0,67.3905158324398,24.9589663393252,111.86182179556275,0.0,0.0,0.0,0.0,0.0,0.0
0065_0013,65,13,67.3405158324398,25.0089663393252,19731,1249452.7445,1,422.8741043789778,0.0,25097.6484375,27304.667390674236,0.0,67.3905158324398,25.058966339325202,111.77278533519745,0.0003,0.0,3.78,0.0,0.0761,0.0
0065_0069,65,69,67.3405158324398,30.6089663393252,10399,752998.3611999999,0,0.0,0.0,83603.921875,92020.23106946086,0.0,67.3905158324398,30.6589663393252,106.25440197348023,0.0,0.0,0.0,0.0,0.0,0.0
0066_0004,66,4,67.4405158324398,24.1089663393252,5186,204767.0929,1,12.657906988650211,5.882352963089943,11641.1767578125,14403.185281611048,0.0,67.4905158324398,24.1589663393252,112.56192469885254,0.0001,0.0,0.11,0.05,0.0023,0.0011
