quadrat,date,min_misalign_deg,median_misalign_deg,frac_poses_glinting,sun_zen,sun_az,dprime,pv_mean,roof_mean,n_pv_px
faisalabad_calib_1km,2025-11-02,1.1552760014554038,20.986971617135598,0.234375,47.4504868189726,163.854631449699,-0.5746089816093445,2206.646484375,2336.188232421875,743
faisalabad_calib_1km,2025-11-05,1.7787887096478103,21.71921646133937,0.203125,48.3700634301993,164.045815834935,-0.6678810119628906,2123.0185546875,2325.5576171875,743
faisalabad_calib_1km,2025-11-10,1.0047940589927375,22.29308230002823,0.203125,49.7864802635912,164.491875630113,-0.6684682369232178,2222.565673828125,2386.189208984375,743
faisalabad_calib_1km,2025-11-15,1.7851602427545474,23.41530870299288,0.171875,51.1339115481117,164.630461980377,-0.8607282638549805,2089.990966796875,2318.966796875,743
faisalabad_calib_1km,2025-11-20,2.7119522019180717,24.415453036785614,0.15104166666666666,52.3426838636524,164.75913180869,-0.6990168690681458,2130.781005859375,2271.835693359375,743
faisalabad_calib_1km,2025-11-22,2.5067916818836804,24.926173483650686,0.13541666666666666,52.7896171882105,164.780495338082,-0.7889420390129089,1997.6651611328125,2167.776611328125,743
faisalabad_calib_1km,2025-11-25,1.9974063486169695,25.74204464860589,0.08333333333333333,53.4526602612479,164.608600429939,-0.7834950685501099,2006.798828125,2209.34033203125,743
faisalabad_calib_1km,2025-12-05,2.077433040838751,27.523229155853365,0.07291666666666667,55.2090504053904,164.108992018734,-0.7203630208969116,2067.3525390625,2243.00830078125,743
faisalabad_calib_1km,2026-01-19,6.527156988762485,27.645242111706672,0.041666666666666664,54.6147931820689,157.929190414885,-0.3581291735172272,2249.13623046875,2304.61669921875,743
faisalabad_calib_1km,2026-01-29,5.083353657401622,25.7085495954978,0.046875,52.5687408462599,156.193764483126,-0.7728883028030396,1863.3294677734375,2064.339111328125,743
faisalabad_calib_1km,2026-02-08,4.410806982353452,23.201070081821513,0.046875,49.9299642036648,154.505026972045,-0.8137829899787903,1955.1527099609375,2156.373046875,743
faisalabad_calib_1km,2026-02-23,4.070669760308043,20.61586971713212,0.06770833333333333,45.1144670686094,151.957503808077,-0.702735185623169,2072.210693359375,2206.482666015625,743
hasal_calib_1p00km2,2025-11-20,7.624079717066722,30.519719062577195,0.015625,51.6834070211998,163.46336592068,-0.366305947303772,2749.541748046875,2804.510986328125,168
hasal_calib_1p00km2,2025-11-22,7.8468726963928805,30.963771100092544,0.010416666666666666,52.1298402045881,163.497887563256,-0.3630644679069519,2527.60107421875,2604.348388671875,168
hasal_calib_1p00km2,2025-11-25,8.312680787934312,31.621207609854874,0.010416666666666666,52.7958334775964,163.343578838974,-0.37404316663742065,2610.796142578125,2684.88623046875,168
hasal_calib_1p00km2,2026-02-23,3.6187999767071264,26.608705989268174,0.010416666666666666,44.7050346150643,150.308996671558,-0.6124448180198669,2526.509033203125,2682.62548828125,168
hasal_calib_1p00km2,2026-03-05,6.333196755697833,24.478668384756872,0.036458333333333336,41.1170536814809,148.449290351624,-0.6461401581764221,2594.8154296875,2773.268310546875,168
hasal_calib_1p00km2,2026-03-15,2.7136775355362404,23.388265936990287,0.041666666666666664,37.3588658623526,146.443569442677,-0.7822279334068298,2603.421142578125,2793.136474609375,168
islamabad_east_calib_2p79km2,2025-11-02,6.9944066535899365,29.10645575706323,0.03125,50.1044101523983,164.221561930112,-0.37938347458839417,2314.750732421875,2418.287353515625,925
islamabad_east_calib_2p79km2,2025-11-10,7.216155444909065,30.73772272270049,0.010416666666666666,52.4461635081473,164.797257827737,-0.2721159756183624,2270.318359375,2355.151123046875,925
islamabad_east_calib_2p79km2,2025-11-15,7.9418023141300065,31.889974994673178,0.005208333333333333,53.7947758911933,164.911071005354,-0.32362282276153564,2332.187255859375,2423.125732421875,925
islamabad_east_calib_2p79km2,2025-11-20,8.542177271198435,32.78888237270794,0.005208333333333333,55.004630224133,165.018399285188,-0.3200576901435852,2322.1884765625,2405.66552734375,925
islamabad_east_calib_2p79km2,2025-11-22,8.930231626755685,33.23264387469332,0.005208333333333333,55.4517401980687,165.032907542435,-0.23642662167549133,2339.150634765625,2385.1103515625,925
islamabad_east_calib_2p79km2,2025-11-25,9.543323582423954,33.90578334739416,0.005208333333333333,56.1132057092898,164.857674937587,-0.2375400811433792,2362.12353515625,2416.361083984375,925
islamabad_east_calib_2p79km2,2025-11-30,10.16743798084949,34.64516529782469,0.0,57.0525716620256,164.720608181038,-0.26510629057884216,2340.134521484375,2411.850341796875,925
islamabad_east_calib_2p79km2,2025-12-10,11.687647294937856,36.20709659798802,0.0,58.4933313118782,163.986240898116,-0.3099439740180969,2407.930419921875,2496.92822265625,925
islamabad_east_calib_2p79km2,2025-12-25,12.075925425844616,37.79730546030006,0.0,59.3790849339635,162.198506509302,-0.4795984625816345,2138.30078125,2295.64404296875,925
islamabad_east_calib_2p79km2,2026-01-14,9.168182359838102,36.99297335397682,0.005208333333333333,57.9943825924812,159.164287382658,-0.4205673038959503,2235.749267578125,2347.2412109375,925
islamabad_east_calib_2p79km2,2026-01-29,7.079280864799712,34.30026671512939,0.010416666666666666,55.1261623704075,156.731664881753,-0.32876166701316833,2117.9931640625,2228.5791015625,925
islamabad_east_calib_2p79km2,2026-02-23,1.205251662424097,28.691797281422126,0.015625,47.6018114681513,152.867177317318,-0.27116698026657104,2382.159912109375,2455.29931640625,925
islamabad_north_calib_2p79km2,2025-11-02,6.9944066535899365,29.10645575706323,0.03125,50.1044101523983,164.221561930112,-0.3692355751991272,2342.982177734375,2460.7568359375,860
islamabad_north_calib_2p79km2,2025-11-10,7.216155444909065,30.73772272270049,0.010416666666666666,52.4461635081473,164.797257827737,-0.3197706341743469,2292.449951171875,2403.3525390625,860
islamabad_north_calib_2p79km2,2025-11-15,7.9418023141300065,31.889974994673178,0.005208333333333333,53.7947758911933,164.911071005354,-0.3547438681125641,2365.720947265625,2485.117919921875,860
islamabad_north_calib_2p79km2,2025-11-20,8.542177271198435,32.78888237270794,0.005208333333333333,55.004630224133,165.018399285188,-0.3528415858745575,2354.630859375,2457.501220703125,860
