cell,winter,date,snow_frac_roof,cloud_frac_roof,pv_mean,roof_mean,dprime,n_pv_px
137_515,2022,2023-01-03,0.0,0.0,791.4590454101562,1229.772705078125,-1.4511945247650146,6424
137_515,2022,2023-01-16,0.0,0.0,1947.6270751953125,1859.56494140625,0.1896197646856308,6424
137_515,2022,2023-02-07,0.6103896103896104,0.0,1146.3870849609375,2034.737060546875,-2.403439998626709,6424
137_515,2022,2023-02-15,0.0,0.0,2094.16845703125,1825.487060546875,0.4842319190502167,6424
137_515,2023,2024-01-28,0.0,0.0,883.4490966796875,1797.16552734375,-2.1012537479400635,5076
137_515,2023,2024-02-25,0.0,0.0,3279.361083984375,2000.0064697265625,1.232050895690918,6424
137_515,2024,2024-12-23,0.0,0.025974025974025976,1181.1397705078125,1430.86669921875,-0.4314899742603302,5680
137_515,2024,2024-12-28,0.0,0.0,947.7215576171875,1842.0291748046875,-1.8227001428604126,6414
137_515,2024,2024-12-31,0.0,0.0,1488.5740966796875,1748.7987060546875,-0.433292955160141,6424
137_515,2024,2025-01-07,0.0,0.0,1010.787109375,1908.259765625,-1.9746607542037964,6424
137_515,2024,2025-02-04,0.0,0.03896103896103896,1365.18798828125,1944.7364501953125,-1.2975248098373413,2601
137_515,2024,2025-02-09,0.0,0.0,1719.0543212890625,1917.4935302734375,-0.4059939682483673,6424
137_515,2024,2025-02-11,0.0,0.0,1078.7940673828125,1940.2662353515625,-2.3171913623809814,6424
137_515,2024,2025-02-16,1.0,0.0,2404.656005859375,3805.779296875,-1.7181719541549683,6424
137_515,2024,2025-02-24,0.0,0.0,3199.874267578125,1871.2662353515625,1.3249015808105469,6424
63_508,2022,2022-12-13,0.0,0.0,546.6295776367188,800.8797607421875,-1.0431737899780273,598
63_508,2022,2023-01-17,0.0,0.375,650.554443359375,746.4000244140625,-0.4496229588985443,303
63_508,2022,2023-02-06,0.0,0.275,3856.265625,4788.39453125,-1.0312961339950562,32
63_508,2023,2023-12-18,0.0,0.0,650.0440673828125,751.2025146484375,-0.3269190490245819,601
63_508,2023,2024-01-27,0.0,0.125,584.396484375,694.95654296875,-0.491322785615921,314
63_508,2024,2024-12-27,0.0,0.0625,253.54624938964844,265.0506896972656,-0.08907536417245865,373
141_514,2022,2023-01-03,0.0,0.0,859.770263671875,832.0130004882812,0.077796071767807,1186
141_514,2022,2023-02-07,0.0,0.0,874.4163208007812,968.7936401367188,-0.205861896276474,1186
141_514,2022,2023-02-27,0.0,0.17205090553108174,1255.7706298828125,1219.9061279296875,0.04975443333387375,1113
141_514,2023,2024-01-08,0.0,0.00465002447381302,964.080322265625,977.2462768554688,-0.03849929943680763,1186
141_514,2023,2024-01-28,0.0,0.0,767.2744750976562,724.4420166015625,0.12537488341331482,1186
141_514,2024,2024-12-03,0.0,0.859275575134606,830.443115234375,658.6363525390625,0.73812335729599,167
141_514,2024,2024-12-23,0.0,0.0,804.4981079101562,672.9702758789062,0.41313523054122925,1186
141_514,2024,2024-12-28,0.0,0.0,811.4337158203125,759.1608276367188,0.14899829030036926,1184
141_514,2024,2025-01-17,0.0,0.0,876.5984497070312,819.0750122070312,0.17079760134220123,1186
141_514,2024,2025-02-11,0.0,0.06240822320117474,984.3629150390625,981.3583374023438,0.009205970913171768,702
141_514,2024,2025-02-16,0.3999021047479197,0.5704845814977973,5239.3779296875,2701.525634765625,1.8693783283233643,545
60_508,2022,2022-12-06,0.0,0.35563207083128384,946.3079223632812,1404.5120849609375,-2.5145106315612793,354
60_508,2022,2022-12-13,0.01574028529267093,0.10624692572552878,1026.4678955078125,997.8681640625,0.06766034662723541,677
60_508,2022,2023-01-17,0.0,0.0,561.0210571289062,544.7749633789062,0.07578147202730179,677
60_508,2022,2023-02-06,0.0,0.9739301524840138,4941.84619140625,7607.33984375,-2.470339059829712,52
60_508,2022,2023-02-14,0.0,0.014756517461878997,759.1891479492188,747.723876953125,0.04600302502512932,641
60_508,2022,2023-02-26,0.0,0.06099360550909985,956.4312744140625,912.5269775390625,0.15712334215641022,651
60_508,2023,2023-12-06,0.0,0.22872602065912445,918.887451171875,684.0712890625,0.3938446342945099,593
60_508,2023,2023-12-13,0.0,0.26463354648303,1042.579833984375,1140.542236328125,-0.42311710119247437,169
60_508,2023,2023-12-26,0.0,0.020659124446630595,170.1536102294922,148.37327575683594,0.30698445439338684,555
60_508,2023,2024-01-20,0.999508116084604,0.0,8143.1123046875,3249.8603515625,3.835594654083252,677
60_508,2023,2024-01-27,0.0,0.0,592.4453735351562,614.8904418945312,-0.09456047415733337,677
60_508,2024,2024-12-27,0.0,0.0,321.0311584472656,325.04034423828125,-0.01071110274642706,626
60_508,2024,2025-01-14,0.8357107722577471,0.0,5588.00732421875,3523.94140625,2.4759464263916016,677
60_508,2024,2025-01-19,0.0,0.4318740777176586,4912.08740234375,5574.1015625,-1.107372522354126,445
60_508,2024,2025-01-21,0.0,0.9404820462370881,1482.6875,1265.0557861328125,0.8660606145858765,20
60_508,2024,2025-02-03,0.0,0.0014756517461878996,887.3743286132812,1176.205322265625,-1.1533881425857544,189
60_508,2024,2025-02-08,0.0,0.0,753.1292724609375,693.4424438476562,0.27134647965431213,677
60_508,2024,2025-02-23,0.0,0.0,785.5963745117188,782.3936767578125,0.013399198651313782,677
149_513,2022,2023-02-07,0.03923278116826504,0.0,887.3341674804688,1369.5821533203125,-0.5984726548194885,1280
149_513,2022,2023-02-09,0.0,0.006974716652136007,670.8460693359375,1363.5577392578125,-0.884624183177948,1280
149_513,2023,2024-01-10,0.2022667829119442,0.004359197907585004,829.2705078125,1646.595703125,-1.029555320739746,1158
149_513,2023,2024-01-15,0.022667829119442023,0.7707061900610288,1925.427978515625,1713.6016845703125,0.8786532878875732,521
149_513,2023,2024-01-20,0.2022667829119442,0.7977332170880558,7743.7177734375,8253.353515625,-0.5448594093322754,39
149_513,2023,2024-01-28,0.0,0.0,780.4927978515625,1254.105712890625,-0.5767767429351807,1280
149_513,2023,2024-01-30,0.0,0.2763731473408893,652.8886108398438,1268.734375,-1.0637638568878174,460
149_513,2023,2024-02-24,0.0,0.0,657.6947021484375,1412.4830322265625,-0.8907725214958191,1280
149_513,2024,2025-01-19,0.0,0.0,555.3046875,1167.0782470703125,-0.8271576762199402,1280
149_513,2024,2025-01-22,0.010462074978204011,0.0,718.153076171875,1148.1856689453125,-0.721314013004303,1202
149_513,2024,2025-01-24,0.0,0.0,637.4786987304688,1261.2242431640625,-0.818511962890625,1280
149_513,2024,2025-02-03,0.0,0.12380122057541412,640.0323486328125,1468.0843505859375,-1.1185994148254395,943
149_513,2024,2025-02-08,0.0,0.5762859633827376,921.82861328125,1231.8919677734375,-0.58465975522995,709
149_513,2024,2025-02-11,0.0,0.0,988.6062622070312,1436.39208984375,-0.5891041159629822,1280
149_513,2024,2025-02-16,0.36094158674803833,0.6390584132519617,4604.48193359375,5074.6455078125,-0.47404971718788147,740
149_513,2024,2025-02-18,0.9965126416739319,0.0,1702.2984619140625,4333.41552734375,-1.7394486665725708,1280
149_513,2024,2025-02-28,0.0,0.7105492589363557,1050.789306640625,1368.339599609375,-0.6163783073425293,553
135_536,2022,2023-02-07,0.0,0.0,793.8777465820312,782.3026123046875,0.03239325433969498,773
135_536,2022,2023-02-22,0.0,0.0,1146.2451171875,1175.5498046875,-0.08564157783985138,773
135_536,2022,2023-02-27,0.0,0.1185243328100471,1038.998779296875,945.0965576171875,0.21784158051013947,613
135_536,2023,2024-01-28,0.0,0.0,551.9240112304688,632.8762817382812,-0.2387993186712265,773
135_536,2024,2025-02-04,0.0,0.0,1213.8150634765625,740.0143432617188,0.7399155497550964,773
135_536,2024,2025-02-09,0.0,0.0,1315.228271484375,889.8995361328125,0.9094836711883545,773
135_536,2024,2025-02-11,0.0,0.0013082155939298796,942.5054931640625,973.2757568359375,-0.08657941967248917,773
