ags,credited_m2,all_roof_m2,truth_kw,pred_kw_credited_m2,pred_kw_all_roof_m2
07232220,1104.6680694362572,43798.403399999996,599.355,308.52274511285225,386.7399020219999
07232229,1082.293259399874,41569.3004,506.365,302.2736844177908,367.056922532
07232231,2526.202356552574,108983.70159999999,1324.735,705.5430561615684,962.3260851279998
07232236,1344.5372076816764,47588.759399999995,635.33,375.51579673341536,420.20874550199994
07232240,355.3523533131565,13622.8198,216.08,99.24635875683148,120.28949883399999
07232245,876.3741951857285,39394.2089,372.375,244.7625489734221,347.85086458699993
07232247,462.70188945807143,20083.1416,194.808,129.22801070674475,177.334140328
07232259,987.8528393077372,41333.488,444.82,275.8974194902579,364.97469903999996
07232297,865.1460025784595,26709.963500000005,285.6,241.62662706013793,235.84897770500004
07232298,451.70069327096047,20941.4477,40.32,126.15548662364654,184.912983191
07232333,3232.4867263985857,105722.3315,1694.95,902.8012178158609,933.528187145
07232230,659.2665623914238,30417.277100000007,149.25,184.12655821030074,268.58455679300005
07232271,915.9169394317898,35777.045099999996,329.655,255.80644201390456,315.91130823299994
07232328,1086.855720712877,43574.829300000005,380.69,303.54793423789937,384.765742719
07232329,3882.5645792539217,167341.1522,1389.183,1084.3614613398277,1477.622373926
05334020,13894.93292763811,653087.4765,13510.955,3880.715817360048,5766.762417495
05334024,10816.945900209477,594658.0131000001,7992.845,3021.064820469505,5250.8302556730005
05334028,17606.204788005663,1655428.7098,16186.18,4917.236935242101,14617.435507533999
05334032,85363.43577399591,3416818.3428999996,19556.442,23841.153977319314,30170.505967806996
05334012,95343.77671837999,3696276.3871,22256.493,26628.563399676346,32638.120498092998
05358004,29462.885133712316,1106891.0265,8546.941,8228.689188994513,9773.847763994998
05358036,35959.07083333361,1448546.2623,12633.964,10043.008893041742,12790.663496109
05370004,101062.7728189913,4122782.8586,41574.193,28225.82182061608,36404.172641437995
05166016,119226.75376630256,3975049.3756999997,35652.836,33298.84005939064,35099.685987430996
05166024,40216.04989299196,1731897.6688999997,17140.583,11231.940574613725,15292.656416386995
05166032,180631.62969607822,6003321.5212,38261.402,50448.60785781768,53009.329032196
05154052,179969.92129409188,3860720.737299999,27477.008,50263.79931822692,34090.164110358994
05154012,169514.9646139592,4524176.521899999,37757.598,47343.83446703266,39948.47868837699
05154032,123199.29931940304,3472896.5253,36195.364,34408.332306916076,30665.676318398997
05154056,38125.72861407954,1177836.5768,18275.362,10648.134744626273,10400.296973143999
05154024,54720.90601333232,1836861.1859,20040.975,15283.001840463583,16219.484271496998
07232016,1270.8296872819233,50978.954399999995,525.99,354.93002336096833,450.1441673519999
07232022,283.65320550387855,10324.490300000001,168.59,79.22150376517824,91.165249349
07232032,235.62712755385218,11023.118299999998,185.43,65.80830045451538,97.33413458899997
07232054,305.0945449336096,12969.9269,124.2,85.20985545450782,114.52445452699999
07232059,479.1842870916062,24092.3791,367.2,133.8313795418147,212.73570745299997
07232069,1592.4980386104712,73411.209,587.275,444.7687772035185,648.22097547
07232072,1012.891203460458,40464.2138,331.75,282.8903842144713,357.29900785399997
07232080,4082.197906552778,161684.0129,1827.625,1140.1170533211252,1427.6698339069999
07232094,735.7624287154392,24423.2411,376.027,205.491088715935,215.65721891299998
07232095,2649.6284214595216,107150.9862,1388.45,740.0147218294297,946.1432081459999
07232122,692.13076728799,42534.985400000005,307.78499999999997,193.30520199586272,375.583921082
07232502,1089.0532175548517,34870.4569,398.93,304.1616731308945,307.9061344269999
07232011,562.1805636760595,23154.9351,389.305,157.01140962908664,204.45807693299997
07232038,285.0581565092985,14886.148100000002,21.380000000000003,79.61389253148197,131.44468772300002
07232047,1122.053452147581,40208.11549999999,386.055,313.3783086502979,355.0376598649999
07232084,372.2708765068699,10971.6662,215.895,103.97153309960369,96.87981254599998
07232090,272.88308421155267,12793.6081,79.055,76.21351658944454,112.96755952299999
07232102,1257.5934412189617,64474.86720000001,598.13,351.2332721980438,569.313077376
07232106,482.79701287875463,17675.3282,327.03,134.84037772690738,156.073148006
07232117,587.8205253312154,20333.877499999995,137.735,164.17239451975516,179.54813832499994
07232128,372.5871114948858,15925.6047,225.06,104.05985436940665,140.62308950099998
07232132,992.8538387917538,40054.759999999995,685.63,277.2941486361489,353.6835307999999
07232253,1241.4097862431072,48053.193100000004,539.14,346.7133391998374,424.309695073
07232285,1262.8635934780007,54985.5957,386.875,352.7051730224708,485.52281003099995
07232221,707.9667319466732,28214.1843,371.49,197.72802856538635,249.131247369
07232249,181.17356132769646,9104.0773,35.68,50.599963943212344,80.389002559
07232258,1042.876174201437,35876.467699999994,395.725,291.2648866927193,316.7892097909999
07232260,2561.2543190975625,86503.83739999999,1100.16,715.3327187807582,763.8288842419998
07232261,236.65641363005582,7919.7721,295.85499999999996,66.09576976273829,69.931587643
07232262,2077.612274569621,86097.77219999999,745.09,580.2563321645495,760.2433285259999
07232264,394.17558869831817,17579.535600000003,209.106,110.08930016755328,155.227299348
07232265,783.3341166563088,26816.828599999997,411.805,218.77738544094046,236.79259653799997
07232270,290.3956748726234,11888.188900000003,108.355,81.10460803517498,104.97270798700002
07232291,330.89957330846244,10828.032200000001,217.82,92.41694182932046,95.61152432600001
07232292,1476.1723898284813,49783.767100000005,362.44,412.2801867551965,439.590663493
07232295,2446.0436949855075,120101.3902,1232.805,683.1555435725023,1060.4952754659998
07232315,1267.197477021073,18162.064300000002,587.92,353.91558335721544,160.371027769
07232322,1525.9896639365757,78352.6493,947.591,426.1936532408462,691.853893319
07232202,3882.305102798966,151535.43260000003,1993.31,1084.2889921607232,1338.0578698580002
07232206,4393.9126966893355,172019.6201,2100.775,1227.1758770583644,1518.9332454829998
07232207,2382.183770966818,81353.6899,975.25,665.3201053933226,718.353081817
07232208,996.9536770789002,49548.5064,367.595,278.439192471366,437.513311512
07232283,1024.7310923573368,40580.7592,578.835,286.1971467844806,358.328103736
07232296,256.95214835544897,9658.5519,5085.914,71.76416551419334,85.28501327699999
07232308,1735.9532646747284,65535.8237,982.35,484.8343872910049,578.681323271
07232320,639.771433477732,34500.4407,578.165,178.68176365599575,304.63889138099995
07232302,2182.1171712337823,83625.22589999999,1042.423,609.4435047538831,738.4107446969998
05366036,6965.8998522211905,323896.9892,14165.542,1945.5061697268561,2860.010414636
05358016,17773.048673464364,952668.4171000001,8666.789,4963.834764011862,8412.062122993
05358032,23117.95930326735,1130374.9533999998,12175.927,6456.614853809538,9981.210838521996
05358020,22371.453491345266,748131.2841999999,6203.849,6248.123245597819,6605.999239485998
05358024,98160.23025657285,3134343.534,22906.268,27415.17070835823,27676.25340522
05358056,5314.0990817475995,258371.53449999998,9333.381,1484.1747325412869,2281.420649635
05116000,306114.1655797067,16022894.310099998,77209.251,85494.62530475628,141482.15675818297
05154060,30714.17543010582,1139217.2936,13199.337,8578.162055874254,10059.288702487998
05166008,42069.1075116603,1529814.0158,14287.279,11749.481036931606,13508.257759514
05154028,43885.74393628039,1511643.1761,16512.078,12256.84942396375,13347.809244962998
05166012,91257.35429259615,3072286.4185,27295.514,25487.266480379178,27128.289075355
05170040,38707.102351131354,1255858.1373,14886.856,10810.506615647475,11089.227352359
05154044,68144.84879508399,2363753.6777,28326.056,19032.174819979005,20871.944974091
05170052,45201.56785084884,2008396.9078000002,20111.727,12624.345885063572,17734.144695874
10042115,23004.204175922645,1020047.2485,8210.261,6424.844184293435,9007.017204254998
07235062,2919.1179499764667,131650.9072,1124.611,815.2804522489273,1162.4775105759998
07235154,129.31425406801543,6658.018500000001,946.875,36.11617801865603,58.790303355000006
07232028,1803.5099355339567,91550.0667,562.97,503.70228989527874,808.3870889609999
07232033,1810.684719407931,83521.3858,524.95,505.70613528344103,737.493836614
07232037,1964.818645083904,109535.6644,944.97,548.7541993854835,967.1999166519998
07232063,3687.4630673847428,173458.4312,1618.2450000000001,1029.8715600898847,1531.6379474959997
07232078,419.9992496652031,24268.262600000005,107.055,117.30159043899457,214.28875875800003
07232082,2573.9530197772046,45466.499899999995,405.655,718.8793388935754,401.4691941169999
07232093,1271.2499905918366,54776.388,481.04,355.04740987239404,483.67550603999996
07232108,941.3180395179438,55290.8518,482.854,262.9007152569665,488.21822139399995
07232002,939.4747739635419,51613.6125,946.7529999999999,262.38590962027763,455.748198375
07232013,2506.5043677391886,116324.7064,1505.817,700.041604865878,1027.147157512
07232026,1186.8044678064011,46961.996699999996,562.185,331.4626198136498,414.6744308609999
07232045,355.08616606446594,18336.0537,351.594,99.17201532014468,161.90735417099998
07232053,1690.0196704015325,81254.1015,971.5,472.005593746444,717.473716245
07232062,891.805321668437,38634.4251,551.372,249.07230828877778,341.14197363299996
07232083,404.50398274143333,16691.8171,68.7,112.9739173398549,147.388744993
07232099,1511.0134445926888,76540.4601,905.765,422.010944940292,675.8522626829999
07232100,484.3301543663189,22461.350600000005,252.65,135.2685688129692,198.33372579800002
07232103,939.8169798756708,40758.9737,521.99,262.48148430947606,359.901737771
07232114,1230.9169302376533,43301.83960000001,668.36,343.78278944607416,382.355243668
07232124,839.9507993192965,30388.9676,372.40999999999997,234.5898587418863,268.33458390799996
07232133,307.9566885070498,13723.354399999998,91.28999999999999,86.00922353313393,121.17721935199998
07232137,2459.2021358874536,129339.0183,1334.848,686.8305645320069,1142.063531589
07232003,416.52162959508325,22799.970299999997,118.96000000000001,116.3303259296108,201.32373774899995
07232009,1023.9037693766445,56904.056200000006,400.65999999999997,285.96608374920305,502.462816246
07232015,1374.3935123453548,70735.5729,526.005,383.8543640629341,624.5951087069999
07232018,56489.411935097654,1888408.6500000001,11691.006,15776.927859353424,16674.6483795
07232020,930.6810684284002,33520.60799999999,378.3,259.9299156013679,295.98696863999993
07232029,319.6209456748688,15676.1467,184.61,89.26693391753409,138.42037536099997
07232030,1143.94109433477,60931.47440000001,712.59,319.4913082367579,538.024918952
07232036,226.54609407335607,11085.8203,12.5,63.27205861374761,97.88779324899998
07232048,611.1438434837241,29115.913,208.29,170.6863640465693,257.09351179
07232057,529.1938309837424,26720.7683,247.865,147.7985450554494,235.94438408899998
07232092,961.7953353583235,27316.4492,600.4399999999999,268.61981921222616,241.20424643599998
07232098,557.5716545494757,28170.792899999997,372.38,155.72418739912308,248.74810130699996
07232134,1025.296392089453,46208.9736,721.96,286.35502934666334,408.02523688799994
07232267,16.52158520322483,891.8706000000001,441.445,4.614313531408663,7.875217398
07232293,6.950900175313892,480.9804,725.536,1.9413169099634169,4.247056932
07232501,2837.1437110142574,116865.74449999999,1356.36,792.3858670491719,1031.9245239349998
05366012,1955.5208902335864,99108.0437,5733.046,546.1574294333383,875.1240258709998
07232227,28.177938858893317,1107.7170999999998,440.808,7.869816543900314,9.781141992999999
07232272,659.0042247100235,21675.242299999998,169.47,184.05328991926245,191.39238950899997
07232288,1506.4280021114992,69268.87849999999,1336.94,420.73027670972056,611.6441971549999
07233214,3094.3081917701397,109383.6257,717.587,864.2093348794823,965.857414931
07233232,1920.3299086467707,76798.3197,779.31,536.3289401859565,678.1291629509999
07233237,770.8764533936633,31183.358599999996,260.3,215.2980846683162,275.34905643799993
05358012,8751.670364444359,538007.6643,4404.451,2444.2540160856647,4750.607675768999
05358044,18382.301490018064,1063367.2467,12102.667,5133.9929831471445,9389.532788360999
05358008,193688.2410679615,6439299.4966,30435.739,54095.188847870966,56859.014554978
05358028,37774.81712046155,1550645.8092999998,13964.488,10550.128673573705,13692.202496118998
05358048,33214.07691688778,1395549.0648999999,11000.396,9276.359542117589,12322.698243066998
05162012,32397.153813217577,1934502.3595,17057.479,9048.201088493537,17081.655834384997
05166036,43953.4086947799,3297531.5935999993,43258.387,12275.747514365077,29117.20397148799
05166028,30681.253780352094,876642.8787,20708.238,8568.967368314536,7740.756618920999
05154020,35516.62225415138,1381276.0104,15701.594,9919.437429361938,12196.667171832
05154048,18552.70756856263,729053.2692,8114.831,5181.585696823857,6437.540367035999
05170004,39734.036407833126,1474004.1528999999,17483.431,11097.319028343712,13015.456670106998
05170020,85893.49261269438,2679140.6738000005,15903.515,23989.19355179941,23656.812149654
05554032,45323.924759031404,1347090.5230999999,13893.34,12658.51894594988,11894.809318972997
10042113,65693.30997761316,2573472.3954000003,19076.122,18347.484543647577,22723.761251382002
10042114,12993.199301211751,725663.5819999999,8403.542,3628.8706328354297,6407.609429059999
10044114,22339.720811473475,1197267.7388,13295.32,6239.260625436426,10571.874133603998
07235028,3107.113803680434,170121.67330000002,1445.07,867.7858142299084,1502.174375239
07235057,819.8132471527758,44609.6196,269.40500000000003,228.96564179729876,393.90294106799996
07235136,5.89326416286218,372.3582,733.901,1.6459297480457782,3.287922906
07232061,1793.6388154664676,75507.5164,1188.79,500.9453847716297,666.7313698119999
07232218,1302.654747469536,62160.669,538.33,363.8184444207667,548.87870727
07232225,1400.8471629614214,63788.96489999999,639.98,391.2426041434954,563.2565600669999
07235094,5270.0923414748295,263576.9683,3267.722,1471.884090050505,2327.384630089
07235111,4265.726071681107,226272.39460000003,2676.685,1191.3746345598163,1997.985244318
07235137,12179.51425866683,183998.308,4661.312,3401.6165373030585,1624.7050596399997
07235501,7258.823975667409,313476.0087,3028.2419999999997,2027.3169481641505,2767.993156821
07232017,358.5358248235659,15990.9838,69.914,100.13547051497372,141.20038695399998
07232034,760.3875900238453,31710.514399999996,308.45,212.36865001775973,280.00384215199995
07232060,1397.2687876954774,66095.4837,700.08,390.24319971546987,583.6231210709999
07232065,494.7978109780245,18167.1413,247.75,138.19208062805245,160.41585767899997
07232077,1556.2573009921966,73302.5852,1038.253,434.64710159411055,647.261827316
07232079,1304.2343440192456,73118.47880000001,775.595,364.25960994113507,645.636167804
07232091,824.8851987446382,46065.760599999994,302.065,230.38218715738998,406.76066609799994
07232097,801.9831412439206,31054.211100000004,439.72,223.98587151801456,274.20868401300004
07232115,764.1059787060462,32244.364399999995,271.23,213.40715879281163,284.7177376519999
07232125,1086.201033580441,57351.1056,501.555,303.36508666868133,506.41026244799997
07232014,1133.0301519188324,62275.29839999999,727.37,316.4439911294107,549.8908848719999
07232039,2470.721320250047,104375.2654,1399.715,690.0477575326356,921.6335934819999
07232074,684.2367896813364,22524.729999999996,485.09,191.10049299010043,198.89336589999994
07232076,1560.802068777571,66930.94900000001,661.755,435.9164097888878,591.00027967
07232086,2143.2787832616514,91909.42910000001,1212.0140000000001,598.5963313771466,811.560258953
07232109,3303.0486798991033,160691.0852,1630.898,922.5084658090205,1418.9022823159999
07232118,1542.211401102124,73246.06019999999,800.51,430.7242222138122,646.7627115659999
07232119,568.3950899911292,34147.9098,99.82,158.74706468362248,301.526043534
07232120,1606.8566682646704,64338.67370000001,304.595,448.77899887963974,568.1104887710001
07232135,3.021134886870426,138.1901,356.71,0.8437727625540412,1.2202185829999999
07232087,1905.9545396375872,106121.0143,1011.1899999999999,532.3140433753817,937.0485562689998
07232203,418.12157282864837,20898.968899999996,78.705,116.7771740753132,184.53789538699996
07232210,2014.938638566897,106306.4224,572.655,562.7522123653487,938.6857097919999
07232222,74.14541679408902,3315.917,616.8100000000001,20.70807345642112,29.279547109999996
07232256,460.88546929906175,24236.854,330.875,128.72070272053494,214.01142081999998
07232273,611.0867905862482,36686.8534,370.74,170.67042974283325,323.944915522
07232279,783.0614380798065,39998.9843,251.0,218.70122904130915,353.1910313689999
07232304,2635.699622884615,102843.8175,2507.65,736.1245476754441,908.110908525
07232307,751.4210547915761,30844.8171,498.836,209.86438639273928,272.35973499299996
07232318,2270.451677223339,113925.6943,1095.386,634.1144489317063,1005.963880669
07232321,1410.4100476867939,50203.36319999999,505.445,393.9134222184446,443.2956970559999
07232332,1972.4033886883258,83912.02040000001,1199.8,550.8725424267625,740.943140132
07233227,1611.1802992960581,84764.6575,520.1,449.98654579039606,748.471925725
07232209,1450.715844785696,79203.3397,1067.58,405.170428290197,699.3654895509999
07232223,1954.9379274622124,75405.7096,1336.1680000000001,545.9946137609213,665.8324157679999
07232224,0.44517178784943595,42.3597,454.96,0.12433202862846895,0.37403615099999993
07232226,14461.322348415455,290225.2219,3206.302,4038.902718688952,2562.6887093769997
07232250,273.97445909348556,10086.667499999998,539.483,76.51832668021957,89.06527402499998
07232300,0.7260465596591799,74.9307,1772.57,0.20277754364721232,0.661638081
07232305,1366.818571256536,64216.3777,791.49,381.7387587662379,567.030615091
07233211,682.3515684162153,36360.1862,572.415,190.57396954296476,321.06044414599995
07233223,15.50096011476828,813.3257000000001,435.57,4.329263150453633,7.181665931
05366028,34311.3666186016,1381827.0577,32957.254,9582.82158290924,12201.532919491
05358052,23079.104122454097,1068090.686,10417.145,6445.762990360205,9431.24075738
05358060,22535.45080871446,1008142.1557,12227.484,6293.926056365861,8901.895234831
05358040,26835.780122006196,898013.4694999999,6280.9039999999995,7494.96503027511,7929.458935684998
05362032,49039.96869688122,1942525.4963,31406.377,13696.372857351955,17152.500132328998
05362016,36199.49211222715,1738824.0611999999,13742.88,10110.15615202392,15353.816460395998
05162008,126185.18084091251,4882831.3514,31356.276,35242.259157058455,43115.400832862
05362004,55748.99238525712,1968643.6937000002,17072.726,15570.136083278461,17383.123815371
05162020,34749.19951166709,2735248.1706,25106.912,9705.103931613501,24152.241346397997
05162016,59871.012848880426,2604725.0048,21621.241,16721.375178563812,22999.721792384
05114000,260415.6124516445,9012082.6951,62688.054,72731.47640161979,79576.690197733
05170024,140801.6032056244,5945831.078500001,37682.096,39324.47975929883,52501.688423155
05170028,44306.10650947541,1917291.5763,17123.749,12374.252487031386,16929.684618729
05170032,132030.24332802862,2479076.4725,22555.253,36874.726659085114,21890.245252175
05170048,164821.61351896584,4872839.6057,37931.433,46033.02843971197,43027.173718330996
05170012,99664.37444876423,3481819.4971,47599.432,27835.26313979536,30744.466159392996
10044121,7588.175629498621,382448.8175,6168.383,2119.30157156267,3377.0230585249997
07211000,5093.834650322423,147020.9843,31687.929,1422.6570794885495,1298.195291369
07235001,4832.9244333257375,130775.80430000002,630.54,1349.787464983545,1154.7503519690001
07235069,3532.2446705066286,158524.38900000002,999.99,986.5206140257962,1399.7703548700001
07235151,6091.9597354025445,298151.0128,2164.04,1701.4234345005766,2632.673443024
07232006,237.61714480882287,12784.880900000002,35.0,66.36409237365613,112.890498347
07232010,1075.0762274016429,54653.4673,584.445,300.2580395510048,482.59011625899996
07232024,384.46515816398926,25924.5512,255.525,107.37727402362056,228.913787096
07232027,347.17172961472727,14998.129799999999,1399.965,96.96159236409717,132.433486134
07232044,1016.2076005030825,44088.145000000004,214.675,283.8166207445059,389.29832035
07232055,462.74163175529793,24895.281200000005,142.65,129.23911033293714,219.82533299600001
07232058,500.593361297211,28963.239800000003,331.945,139.81071987669804,255.74540743400001
07232104,148.75529117027372,11261.0376,8.7,41.54586527094575,99.43496200799999
07232107,1884.3155645908193,91689.32800000001,1020.518,526.2704940345699,809.6167662400001
07232111,1472.1888669548266,67420.81539999999,800.94,411.1676286518135,595.3257999819999
07232123,10198.096612551199,389894.58879999997,4082.315,2848.226402919424,3442.7692191039996
07232126,669.8989261869849,36763.1648,191.255,187.096071094763,324.618745184
07232289,2897.5414831341695,136811.275,1345.315,809.2543608245421,1208.04355825
07232113,736.2370878393651,15088.6556,346.12,205.62365626265628,133.232828948
07232129,241.65030937055448,12298.899999999998,71.675,67.49051490410216,108.59928699999998
07232306,270.88878264547486,6385.503800000001,638.192,75.65652810505468,56.38399855400001
07232313,756.4280687564503,22663.910900000003,1513.93,211.262795322989,200.122333247
07232331,299.26029067131077,17149.2681,72.38,83.58040658159038,151.428037323
07233060,995.3189414362545,53997.3721,329.34499999999997,277.98262715373147,476.79679564299994
07233081,869.9241934223351,48073.7567,339.63,242.96112798092395,424.4912716609999
07233204,201.86890041879732,8292.423700000001,689.8149999999999,56.3799651979659,73.222101271
07233209,2250.8077211207833,84661.529,722.315,628.6280884318236,747.5613010699999
05366008,25401.62865348172,1150980.9798,11717.326,7094.420866630909,10163.162051634
07233002,288.17163188852516,15174.8465,417.82,80.48345507014619,133.993894595
07233007,2104.320130238202,80645.709,1030.01,587.7155691742274,712.10161047
07233022,1300.8155676597241,69947.0299,690.145,363.30477989168435,617.6322740169999
07233023,1023.1803088008951,72326.5018,591.185,285.764028445002,638.643010894
07233028,2304.6713615102103,68491.74160000001,563.455,643.6716645561866,604.782078328
07233029,2602.5974534998604,113524.5064,3518.288,726.879442787976,1002.4213915119999
07233035,3735.0722699725998,176368.15980000002,1554.14,1043.1683342806473,1557.330851034
07233036,295.07543942672623,11965.884399999999,811.51,82.41161947749036,105.65875925199998
07233041,3365.3273441827787,146030.4759,1365.518,939.9022739568082,1289.4491021969998
07233053,1136.8080405233572,70519.4289,783.495,317.49911763776845,622.686557187
07233083,675.6117478641895,18413.457099999992,1524.155,188.69160506098947,162.5908261929999
07233239,591.4035466471538,37311.615999999995,233.18,165.17309654308357,329.46156927999994
07233241,1254.689546783713,80806.38,1004.845,350.4222435212232,713.5203354
05366032,19885.716496670673,981356.2124,11735.26,5553.8817603551515,8665.375355491999
05366024,19238.431520598377,517318.7863,12901.065,5373.101539387921,4567.924883029
05366044,35595.080040355904,1732939.5499999998,23487.445,9941.349904471,15301.856226499996
05362008,76897.66485765952,3158683.2229,27610.935,21476.748818095726,27891.172858206995
05162028,26348.098838006707,1281892.1498,14302.454,7358.760524466893,11319.107682733998
05162024,131189.76420058246,8752568.081299998,49766.005,36639.989243580676,77285.17615787897
05162022,47590.89360524411,3418181.4379000003,25366.99,13291.660675008627,30182.542096657
05112000,468369.41853795835,17752828.9455,70881.869,130810.89490346638,156757.479588765
05170044,77820.48825281792,2665490.3897,17590.017,21734.484164129513,23536.280141051
05554048,67193.65704662818,2115759.6474,33451.705,18766.516476552784,18682.157686542
10041519,25625.183572499263,910276.8435,14560.753,7156.857519963319,8037.744528104999
10044115,63974.20150703634,856397.3606,14809.013,17867.35473890018,7561.9886940979995
10044119,167818.1520739089,875542.8052000001,10361.443,46869.93169272201,7731.0429699159995
10044120,2400.5191875439377,97139.1269,8401.299,670.4410038891464,857.738490527
10042111,25850.5449437829,1426184.2418999998,11865.072,7219.798697349126,12593.206855976998
10042112,38165.64199947478,1776576.5194,14627.678,10659.28215403331,15687.170666302
10044111,9973.232243775525,369793.7542,8643.934,2785.424033364066,3265.278849586
10044113,12393.255449622504,772166.9687,5998.153,3461.312314525069,6818.234333620999
07235033,1597.866544929459,97486.2743,613.605,446.26814733334857,860.803802069
07235003,568.9425400675087,28863.674,465.465,158.8999620154545,254.86624141999997
07235040,1030.924008265013,34677.618200000004,259.55,287.9267662683355,306.203368706
07235043,735.3107706302712,39605.115099999995,349.165,205.36494512932845,349.71316633299995
07235046,184.47142245142018,10670.061499999998,101.75999999999999,51.52102357645714,94.21664304499997
07235072,1362.5997490152538,64989.8182,578.102,380.5604839024702,573.8600947059999
07235081,2679.2235996669506,99025.5759,878.84,748.2803591509826,874.3958351969999
07235100,99.88455373570083,4578.557499999999,256.65500000000003,27.896757012843885,40.42866272499999
07235105,475.5302287838289,25987.979399999997,280.23,132.81083759703557,229.47385810199995
07235106,46.955461978393274,1375.8432,1212.685,13.114190975945457,12.148695455999999
07235119,3034.494895767047,134465.24049999999,1240.063,847.5040794387786,1187.3280736149998
07235123,325.7577670221227,19173.331199999997,155.145,90.98088675160865,169.30051449599995
07235124,0.9463881552706915,161.4042,492.256,0.26431674788555143,1.425199086
07235140,182.46821950019643,5937.2188,634.25,50.96154902420986,52.42564200399999
07235152,3848.934467658775,171757.3014,1393.631,1074.9689074724192,1516.616971362
07231003,1315.3796101616708,59080.700399999994,596.05,367.372371322053,521.682584532
07231010,4527.937797965832,190218.416,1349.94,1264.607747593877,1679.6286132799999
07231022,329.56609952192554,18430.1637,161.13,92.04451593547857,162.738345471
07231037,797.3237964468774,43651.8261,219.075,222.68456310964837,385.44562446299994
07231051,1110.0042094745286,51733.0598,388.36,310.01307566414107,456.802918034
07231503,7232.890325758874,320829.7861,2045.92,2020.0739390811957,2832.927011263
07231504,2103.4281599577844,98825.5779,846.26,587.4664507946096,872.629852857
