ags,credited_m2,all_roof_m2,truth_kw,pred_kw_credited_m2,pred_kw_all_roof_m2
07140119,931.9044747363239,41949.6341,462.47,260.2716007491079,370.415269103
07140129,423.08556679465335,20438.009299999998,261.15999999999997,118.16356795007873,180.46762211899997
07140130,660.2027370708436,33162.144199999995,286.02,184.38802243651588,292.8217332859999
07140146,68.80266523888956,3465.1878,163.9,19.215896374569464,30.597608274
07140154,1553.0834705665711,62808.5267,925.105,433.7606824945376,554.599290761
07140163,814.7437538181135,37893.9862,314.96500000000003,227.5497830038609,334.60389814599995
07140001,1515.1546606566546,69027.38279999999,659.242,423.16754517479706,609.5117901239998
07140009,3682.968714895176,185639.8245,2709.939,1028.6163323830738,1639.1996503349997
07140015,907.5196460008627,43999.0588,568.841,253.46116193158093,388.51168920399994
07140039,815.9918167124697,34916.6486,838.855,227.89835448962566,308.31400713799997
07140046,1039.007571363888,41380.3437,330.11,290.18442460622026,365.38843487099996
07140049,1279.9302161464946,53419.52059999999,1009.53,357.47171006755445,471.6943668979999
07140062,25.59506954522993,1002.8141999999998,929.925,7.148446973287267,8.854849385999998
07140064,16928.853423451492,535730.7603,5182.141,4728.059472635767,4730.502613448999
07140071,353.0197155277581,17829.4374,260.378,98.59487634974755,157.43393224199997
07140076,1041.772468938731,53183.5483,774.146,290.95663284989814,469.610731489
07140095,281.6089352623322,15902.612800000004,347.13,78.65055952941675,140.42007102400004
07140122,1607.6600080032715,62189.8152,1091.008,449.00336363523365,549.1360682159999
07140123,1247.7380373932297,57277.40149999999,1118.945,348.4807564635551,505.7594552449999
07140147,637.681704500741,30918.143800000005,607.447,178.09812325001195,273.00720975400003
07140166,1380.4921143649503,49124.5272,578.584,385.55764262098694,433.76957517599993
07137215,1144.2841401773792,49632.6888,640.27,319.5871175101402,438.256642104
07140010,6150.917997345085,256965.085,2290.255,1717.8898874785086,2269.00170055
07140043,2834.2878173948784,133666.53480000002,970.0550000000001,791.5882445202155,1180.2755022840001
07140073,365.03878471775425,16436.8899,47.1,101.95168218382157,145.137737817
07140131,1059.4759487616996,41481.497599999995,650.105,295.90103772965506,366.28162380799995
07140153,929.1555143861709,44044.8294,561.13,259.50384361291367,388.915843602
07140201,1706.3318734062582,72361.87200000002,579.215,476.5614289236338,638.9553297600002
07140202,4427.349218660034,172251.0416,1806.795,1236.514363279561,1520.9766973279998
07140504,1281.3797745934144,54730.345700000005,564.17,357.8765572461947,483.268952531
07135065,704.5217197916655,33373.643800000005,302.67,196.76587112061426,294.689274754
07137041,1109.993823774797,58081.5095,637.02,310.010175042063,512.859728885
07137201,1421.7676931914928,64447.2197,453.91999999999996,397.085499031452,569.0689499509999
07137205,1459.706594420246,66302.5424,300.03499999999997,407.68145475563045,585.451449392
07137206,1320.3988029404459,70116.1655,435.899,368.7741816732371,619.125741365
07137208,1295.8804201845242,62302.9122,254.31,361.92644255333573,550.134714726
07137214,2549.728589036664,129009.556,1042.955,712.1136976320498,1139.15437948
07137219,1371.7234406523166,73566.2664,1059.795,383.1086397397855,649.5901323119999
07137220,1330.082219579391,70997.8414,458.66,371.4786631063281,626.910939562
07137504,2915.0694501295475,135695.814,1363.281,814.1497467266813,1198.19403762
07140205,950.4126369745201,45378.994000000006,411.58,265.4407453806137,400.69651702000004
07137065,2717.1867810880626,129915.99119999999,1624.85,758.8830960900849,1147.158202296
07137088,16.867811338271828,1210.9260000000002,4498.499,4.711011028665938,10.692476580000001
07137096,6.807255773021285,388.4651,1699.76,1.9011984648471145,3.430146833
07137202,13217.467048243816,294019.3966,2447.375,3691.506371904015,2596.191271978
07137207,4166.3656524178205,207947.89079999996,1945.14,1163.624263063773,1836.1798757639995
07137212,24854.21994095336,453606.19149999996,2144.686,6941.535087308864,4005.342670944999
07137217,1400.349206568541,68653.26370000001,305.994,391.1035299025278,606.2083184710001
07137231,2088.8121020755016,95055.5685,1480.398,583.3843319886668,839.3406698549999
05374032,27748.576721837053,1386357.5192999998,14467.304,7749.89999264187,12241.536895418998
05374048,34217.11205708644,1479252.6180999998,15103.58,9556.497226423671,13061.800617822997
05374016,483.72975567562395,23576.0468,12697.998,135.10088346264502,208.17649324399997
05374036,26401.376652313687,631025.9501,10772.339,7373.64048522469,5571.959139383
05374052,3974.9330500873766,181128.58390000003,20868.404,1110.1590515589035,1599.365395837
05954004,8417.250417564434,283440.01649999997,6247.678,2350.8538691215704,2502.7753456949995
05954008,1709.6537435863572,104512.8665,10099.459,477.4891940462337,922.848611195
05962012,9237.942647534877,318615.87950000004,10660.677,2580.065002030016,2813.378215985
05914000,62619.25279725128,1949809.9595,39292.23,17488.93111374431,17216.821942385
05978024,103554.61246529796,4804394.64,27478.536,28921.767715433067,42422.80467119999
05978032,46434.93394604857,2122100.0585,20097.718,12968.812701791905,18738.143516554996
05558044,54241.88589725212,2260451.3062000005,30119.495,15149.216312243543,19959.785033746004
05558020,17920.187305485208,980419.4629,15133.247,5004.9291125489635,8657.103857406999
05566004,32615.47857245242,1297124.5125,16937.493,9109.177010500236,11453.609445375
05566064,29011.097908832962,1243183.9893,14610.22,8102.509534957958,10977.314625518999
05566008,112303.78883439612,3774340.3646,37351.619,31365.325183558492,33327.425419417996
05566076,201952.55523849602,6929584.492799999,64359.719,56403.32915255955,61188.23107142399
03454049,66607.09569997054,1304644.3636,13506.213,18602.69575804477,11520.009730587999
03454003,15234.859820999256,420310.8988999999,5207.546,4254.943999406882,3711.345237286999
03454034,8685.24665793789,380767.4714,5650.835,2425.702539095473,3362.1767724619995
03454036,7507.130555434701,279594.6845,4002.229,2096.6664928273576,2468.8210641349997
03454002,10683.503520923166,490445.44230000005,6343.53,2983.795698358631,4330.633255509
03454028,8053.710200197377,351249.11169999995,5319.975,2249.320721813125,3101.529656310999
03454015,8669.142384519826,324900.14650000003,4370.806,2421.204776572542,2868.868293595
03454024,7270.905397150636,259122.9926,5876.746,2030.691168370201,2288.056024658
03454016,5448.270920614932,239620.2964,4352.316,1521.6475854185442,2115.8472172119996
03454047,21901.731597762446,1031599.8156,10970.92,6116.934617939073,9109.026371748
03454005,36308.78294765296,554672.5125999999,11379.288,10140.679989449995,4897.758286257998
03454037,4215.64421234364,273119.09630000003,4183.958,1177.3872720654551,2411.641620329
03454058,5682.96079906671,246179.766,4992.736,1587.1941215713414,2173.7673337799997
03454060,4464.361972432309,236322.73249999998,3478.811,1246.8516552806195,2086.7297279749996
03454038,5025.255005568067,217909.32649999997,3141.465,1403.5034705051053,1924.1393529949996
03454051,22352.083692207216,855300.3442,11943.537,6242.713454396553,7552.302039286
03457013,57832.715236226926,1957077.0137000002,18089.133,16152.099038325818,17280.990030971
03452001,114448.15147845537,5132741.5267,33104.261,31964.2242264178,45322.107680761
03462004,2410.753330424859,140234.0678,681.1899999999999,673.2992976543588,1238.2668186739998
03462018,10127.240598579592,398050.8974,4318.621,2828.4370267772942,3514.789424042
03462009,1854.793910332775,111449.4541,654.504,518.0253912168407,984.0986797029999
03462013,1564.5673061832204,90129.19549999999,622.985,436.9680029439116,795.8407962649998
07340008,1173.56370873558,65670.6903,832.9,327.7646082127601,579.872195349
07340019,760.7052739887873,44923.4896,226.43,212.4573759723284,396.674413168
07340026,1836.3003388278948,94615.6006,758.355,512.8603216312428,835.455753298
07340048,839.7641712352854,44604.926699999996,267.15999999999997,234.53773538430283,393.86150276099994
07340052,1943.1489696556412,93502.957,651.7429999999999,542.702075735124,825.6311103099999
07340053,4291.005766313636,190566.89870000002,1704.0,1198.4350004737353,1682.705715521
07317000,12675.580852159155,3277611.2851,19533.074,3540.1629761995305,28941.307647432997
07340023,1938.41150000166,108439.21410000001,989.35,541.3789478354636,957.5182605030001
07340024,4477.192158797407,120467.21789999999,1329.652,1250.4349980305276,1063.7255340569998
07340035,1971.8739460814347,96144.3829,857.15,550.7246744010839,848.9549010069999
07340037,403.2788809762088,75907.01079999999,1072.24,112.63175866784536,670.2589053639998
07340051,1846.4038466095647,339934.657,2830.902,515.6821303195853,3001.62302131
07340205,921.6724537088112,51139.0922,1087.806,257.41389959633386,451.55818412599996
07340217,2503.7805786517088,121481.59520000001,1438.576,699.2808778116357,1072.6824856160001
07340220,2011.7492544164695,111358.65729999999,1278.81,561.8614492659757,983.2969439589998
07340222,4318.218190597232,218197.9699,1885.695,1206.0351584519008,1926.688074217
07335011,877.8786314173935,46163.6799,295.565,245.18272296856384,407.625293517
07335027,1842.584878048991,93620.5461,974.19,514.6155305903027,826.669422063
07340017,2402.624882179968,126382.03120000001,1118.926,671.0291033440433,1115.953335496
07340018,839.4261783313318,47530.3223,336.7,234.44333734615765,419.69274590899994
07340041,1110.6072070425348,52405.446,714.59,310.1814868549095,462.74008818
07340042,629.5683070773664,30358.515699999996,383.175,175.83213248363765,268.06569363099993
07340204,1836.5641481937214,45595.7331,677.275,512.9340009490244,402.61032327299995
07340215,984.4942960691644,63216.9657,595.54,274.9594119491569,558.2058071309999
07340219,2175.011511716588,131517.1729,995.12,607.4589651073258,1161.296636707
07340224,1468.1143169856484,64016.2077,815.235,410.02964759092174,565.263113991
07340225,2028.7935710580707,102942.9672,1655.715,566.6217564608086,908.9864003759999
07335012,1997.5276961581146,119952.64850000001,1012.235,557.8895102599998,1059.181886255
07335020,2830.977371187909,146317.9007,1630.673,790.663669999071,1291.987063181
07335022,8205.277828057026,262870.2959,5265.786,2291.6520445980464,2321.144712797
07335038,30779.617881936036,1101376.7895000002,7054.783,8596.439478245915,9725.157051285001
07335044,6392.323548903083,275744.7752,2587.065,1785.312043973142,2434.8263650159997
07335202,593.935607744896,31914.9018,312.773,165.88027588707197,281.808582894
07335019,1137.0082811907916,68189.75140000001,777.34,317.5550428537762,602.1155048620001
07335024,3171.3999170603206,174009.97739999997,2117.88,885.7402828357768,1536.5081004419997
07335501,3156.9846853249337,173953.7981,1753.855,881.7142527644007,1536.012037223
07336009,1357.0256380316205,80516.0054,554.82,379.00369044585125,710.9563276819999
07336021,174.43378530732292,12245.492099999998,76.74,48.71761189848222,108.12769524299998
07336023,876.9422482512723,51173.924199999994,417.7,244.92120051409782,451.8657506859999
07336025,785.0113568180302,42577.0083,224.375,219.24582184570764,375.954983289
07336046,698.2119357577149,40704.8358,287.15,195.00361153777217,359.423700114
07336048,2030.3006249757061,107859.2867,1168.9,567.0426615494649,952.3975015609999
07336066,910.8754425003904,52730.81080000001,455.02000000000004,254.398402335934,465.61305936400004
07336068,544.1244221913273,31371.0026,203.37,151.9685098738158,277.00595295799997
07336071,790.5134013829133,46356.288100000005,348.32,220.78248787223384,409.32602392300004
07336072,476.1086610523467,26646.029000000006,215.185,132.9723879453099,235.28443607000003
07336012,441.47032205668734,23858.7832,199.87,123.2982462472122,210.673055656
07336014,335.654454159007,17830.965099999998,207.34,93.74493250206906,157.44742183299996
07336030,1053.582633043719,59081.1673,494.875,294.25509358278026,521.686707259
07336033,784.7557310512,48652.759999999995,538.311,219.17442812528964,429.6038707999999
07336035,124.78470086491369,7418.522800000001,20.6,34.85111910456174,65.505556324
07336040,431.0843832674518,26291.212999999996,171.89,120.39755740276661,232.15141078999994
07336042,737.4553707158657,44873.573399999994,281.86,205.9639104872341,396.2336531219999
07336050,760.9115657387443,36818.1219,198.72,212.5149911951739,325.10401637699994
07336057,565.2250288212817,33174.4383,332.315,157.86169829949577,292.930290189
07336062,373.15802819023986,23779.5083,200.192,104.21930569325208,209.973058289
07336065,247.05238821150184,15696.088400000002,78.18,68.99926150359035,138.596460572
07336075,2219.027400632133,120287.7488,806.22,619.7521627225484,1062.140821904
07336103,334.44636824846515,21227.985300000004,88.85,93.40752618811382,187.44311019900002
07336104,4.981479563968265,257.3591,484.342,1.3912774274206967,2.272480853
07133010,1071.7645882369397,59414.48099999999,521.471,299.3331318486949,524.62986723
07133041,1116.2719340651095,56915.990300000005,478.03,311.7635884650444,502.568194349
07133049,842.1648738807269,51332.60210000001,239.775,235.2082276261482,453.2668765430001
07133053,747.0296915268084,43668.2696,649.651,208.6379225465223,385.59082056799997
07133059,1241.9120942219383,61841.3405,394.265,346.85362879524513,546.059036615
07133063,845.8914534777954,45948.38509999999,347.42,236.24902404181347,405.7242404329999
07133066,3224.2151109703505,152325.46649999998,1368.775,900.4910383429092,1345.0338691949996
07133077,751.1830107395526,33821.783800000005,267.93,209.79790306944963,298.646350954
07133092,549.7015087928014,30045.973899999997,229.73,153.5261343907415,265.30594953699995
07134082,1714.0794474631793,84159.6967,370.86,478.7252488819913,743.1301218609999
07336045,973.9947198543717,48705.2102,358.005,272.02698530812745,430.067006066
07336049,698.0586648040021,41005.64229999999,195.225,194.96080449310972,362.0798215089999
07133016,219.5463439786124,12045.6049,60.78,61.31709840978666,106.36269126699999
07133046,3282.053181474874,171300.92719999998,1406.11,916.6446330541174,1512.5871871759996
07133047,234.13705555248367,11450.9897,31.340000000000003,65.39213824525316,101.11223905099999
07133055,0.20799955266513068,25.8406,49.99,0.058092195063844346,0.22817249799999997
07133062,348.6808015059746,23747.211900000002,55.9,97.38306105260365,209.68788107700001
07133094,1450.1042433084929,76319.6037,466.07,404.9996141136289,673.902100671
07133096,3917.831958556586,188144.7732,1880.475,1094.211287705269,1661.3183473559998
07133111,989.0801984483605,58219.932799999995,495.655,276.2402086246426,514.0820066239999
07133113,448.2289521647907,23211.9539,227.362,125.18586405010439,204.961552937
07133202,610.7395299996579,33333.346600000004,188.962,170.57344333360444,294.33345047800003
07133205,647.6600843589465,32447.2543,332.07,180.88498496061015,286.509255469
07140050,624.6751439028599,28454.166800000003,159.555,174.46552094062972,251.250292844
07140008,734.3006695192867,30502.7521,227.11,205.08283399004156,269.339301043
07140056,1429.498999826605,67182.6141,490.92,399.24477566157253,593.222482503
07140092,1811.8584327430112,84631.7024,982.753,506.0339416807956,747.2979321919998
07140113,1060.917495063096,48097.074199999995,481.335,296.3036471961721,424.69716518599995
07140139,980.2684102823456,41534.50600000001,718.005,273.7791643077563,366.74968798000003
07140144,44055.6010696768,974145.4643,8784.177,12304.288822750032,8601.704449768999
07140150,1856.7475290051016,83458.0717,834.865,518.5710173758348,736.9347731109999
07140002,961.65339570172,41409.198099999994,546.925,268.5801768855334,365.6432192229999
07140020,809.6097069287755,36721.011,331.15,226.1158950481377,324.24652712999995
07140023,708.2210695734691,28139.254000000004,416.36,197.79906252117416,248.46961282
07140055,863.8183106767317,39944.5144,508.69,241.25581598890437,352.710062152
07140058,777.0142741282377,42584.9424,507.38,217.0123166212755,376.025041392
07140065,574.180565654262,33032.1473,532.345,160.36289018157882,291.67386065899996
07140070,1332.331587502596,47936.977,540.3,372.10688907360003,423.28350690999997
07140077,1310.5704720582103,53905.5916,657.33,366.02922714113754,475.98637382799996
07140079,1503.7880202841354,68925.9432,580.97,419.9929561851562,608.6160784559999
07140099,866.3504015607382,44438.2757,381.91,241.96300365189856,392.3899744309999
07140101,759.6737521808359,32871.266899999995,687.135,212.16928224658565,290.25328672699993
07140106,782.6848798261829,35028.8587,517.45,218.5960600866546,309.30482232099996
07140118,401.39645556951143,17116.779300000002,423.775,112.10601607600884,151.141161219
07140014,1413.1107235006662,53892.081099999996,700.9350000000001,394.667693966501,475.86707611299994
07140018,1748.9668097224894,73997.8902,732.43,488.46894028739405,653.4013704659999
07140036,4238.047782726386,210829.9169,3574.2,1183.6443652376522,1861.628166227
07140042,1968.583713063466,70028.43710000001,1044.525,549.8057452214954,618.3510995930001
07140045,3950.174334464399,141710.7557,1598.713,1103.244189872562,1251.305972831
07140047,704.0439901603252,30370.4899,414.175,196.6324460118772,268.171425817
07140084,1471.8149775663326,74242.63070000001,849.115,411.063205084501,655.562429081
07140087,790.7183624670263,45454.49590000001,445.175,220.83973145341577,401.36319879700005
07140093,742.6355695223893,34386.6759,213.09,207.4106882119081,303.634348197
07140098,249.42611173445488,12101.641199999998,87.635,69.6622187463159,106.85749179599998
07140108,618.7393293425952,21775.9351,180.255,172.8077072920934,192.28150693299997
07140140,508.98091457501744,29548.170000000002,476.68,142.1532796316566,260.9103411
07140149,385.57631379157914,19064.4286,147.825,107.68760867885013,168.33890453799998
07137221,536.5585370371693,16915.348600000005,1928.947,149.85543380911102,149.36252813800004
07140075,1815.9966906279005,62910.9677,529.365,507.18971572546633,555.503844791
07140102,753.5602129762239,41457.7049,354.66,210.46183188212956,366.07153426699995
07140501,22506.755796190628,549700.9013,8275.308,6285.91182631808,4853.858958479
07111000,34460.63415900344,1318951.0067,29711.912,9624.510514268071,11646.337389160999
07137216,23.148137205914033,858.3215,8430.269,6.46504324023973,7.578978845
07137227,3008.000523826916,159082.8935,1480.882,840.1044662996193,1404.701949605
07137230,5660.672588996853,202414.4489,2239.039,1580.969247380931,1787.3195837869998
07132005,575.2085769647683,26871.0952,239.63,160.65000346049013,237.27177061599997
07132015,1076.74676134657,58944.981799999994,411.405,300.72460297648354,520.4841892939999
07132016,1183.5797871350221,54008.8049,665.049,330.5619987489403,476.897747267
07132023,1023.7367768779427,53264.9873,488.375,285.9194444142406,470.32983785899995
07132029,141.0132130828718,6597.987100000001,122.54,39.383580281915265,58.26022609300001
07132032,2692.0103373605934,129338.2473,896.02,751.8515671214401,1142.056723659
07132043,1227.7451566094724,63493.3142,568.735,342.8969447894595,560.645964386
07132055,5694.396350233461,218299.41719999997,2772.57,1590.3879566567032,1927.5838538759995
07132060,987.2320549259985,33269.557700000005,472.63,275.7240406202821,293.77019449100004
07132065,2009.2833805442306,72756.55609999999,662.455,561.1727553521981,642.4403903629998
07132078,296.7890427721795,14532.2951,125.38,82.89021175584202,128.32016573299998
07132083,3506.6534895269187,93736.9252,660.94,979.3732530899731,827.6970495159999
07132085,580.1167704941829,28743.5763,300.315,162.02081283132034,253.805778729
07132088,690.80337928115,38101.9133,206.925,192.93447579943236,336.439894439
07132089,601.6107652615354,30587.303199999995,249.91500000000002,168.02387062989422,270.0858872559999
07132090,1118.1708954063308,68282.605,808.325,312.29394937803414,602.93540215
07132093,559.668840347374,33607.5751,270.555,156.30991042061808,296.754888133
07132097,1119.5073181734283,52674.23629999999,454.755,312.66719889265676,465.1135065289999
07132100,678.6781303112824,30195.1633,373.34,189.54801501463805,266.62329193899996
07132103,747.4934874950336,36595.5984,293.94,208.7674561224879,323.139133872
07132104,363.86897228856606,19038.3953,205.02,101.62496527047361,168.109030499
07132116,2725.814974104927,37770.9572,721.42,761.292864117765,333.51755207599996
07132502,3704.9217748460715,132718.40159999998,1027.175,1034.7476024967593,1171.9034861279997
07138003,899.8632463084307,43881.2715,8138.55,251.3228060614816,387.471627345
07138006,539.3533634802175,31094.403899999998,2786.835,150.63600088638992,274.56358643699997
07138013,1303.2642335756389,69016.6161,369.455,363.9886677953402,609.4167201629999
07138014,5567.422132095676,176916.3237,1453.81,1554.9253272730011,1562.171138271
07138030,229.61922619023198,10524.102200000001,571.905,64.13035368266989,92.927822426
07138040,676.1638556810118,40682.34069999999,692.37,188.84580325314977,359.2250683809999
07138044,170.39894765211577,8903.183799999999,6516.685,47.59072208975941,78.61511295399998
07138053,237.4664129618385,2574.1744,1152.7649999999999,66.32199447611187,22.729959951999998
07138074,92.21819024770318,2496.7985,945.5500000000001,25.75561835428102,22.046730755
05382016,12512.402521714059,452148.7452,11769.554,3494.588900289519,3992.473420116
05382076,30444.423779692752,1535845.1205,15661.056,8502.823117430387,13561.512414014998
07132027,235.92009845836492,11587.2156,141.03,65.89012429843673,102.31511374799999
07132031,558.4057802088605,33190.280300000006,224.14499999999998,155.95715035453264,293.07017504900006
07132035,388.45742828880805,19283.913,154.325,108.4922751467812,170.27695179
07132041,571.698764253843,21213.1767,128.13,159.6697478684558,187.31235026099998
07132046,953.7489880180725,44440.462799999994,403.615,266.3725548635675,392.4092865239999
07132053,915.0481378816739,44373.872,450.595,255.5637944289727,391.82128976
07132062,313.89525777890566,18865.84630000001,334.11,87.66780654507056,166.58542282900007
07132064,687.5415615134332,30186.3831,291.885,192.02348271508674,266.545762773
07132069,807.678967617139,45075.4399,365.545,225.57665886579076,398.01613431699997
07132082,1394.9591166201549,72358.2053,504.105,389.59813168084304,638.922952799
07132094,784.7433379636841,43872.8316,490.086,219.17096685987732,387.39710302799995
07132112,966.4293227977212,21620.122000000003,248.56,269.9140455641755,190.90567726
07132114,501.2288269317195,26794.1288,275.792,139.98819907375992,236.59215730399998
07132115,2788.447887582138,142036.9316,1407.399,778.7856105228152,1254.186106028
07132119,337.77480269550585,18169.708,160.035,94.33712464482782,160.43852163999998
05374044,37204.72261079996,1518867.4430000002,11679.214,10390.90697797032,13411.599521690001
05374012,41473.413836284744,1710129.0081,20891.388,11583.109750335965,15100.439141522998
05374024,27241.39343925012,1097546.1165,8922.641,7608.248773648166,9691.332208695
05962028,30272.36271168614,1276402.7753,8802.066,8454.768181746822,11270.636505899
05978004,67001.6780926675,3008113.8592999997,20414.317,18712.898674501106,26561.645377618996
05978040,100556.42296808578,2808946.9757999997,26458.834,28084.403370756678,24803.001796313994
05558004,40808.014165521454,1825760.1974,26253.052,11397.270276288486,16121.462543041998
05558028,27404.17881743219,1122618.7535,15572.504,7653.713101920635,9912.723593405
05515000,436783.1634769979,16921074.936499998,123251.85,121989.16972749075,149413.09168929496
05566012,134756.8205379618,3933523.1763,38243.231,37636.23240804735,34733.009646729
05566016,87980.0208784606,2911945.3323,34591.48,24571.94003114526,25712.477284209
05566080,35164.45205779304,1034348.4076,17530.678,9821.079815221017,9133.296439108
05566020,27889.797473911596,1351820.1022,18526.543,7789.34153648877,11936.571502425999
03454012,22481.091707074316,868865.7599,11069.321,6278.744102868785,7672.084659916999
03454046,10564.16356500028,481833.0602,6328.811,2950.465242068928,4254.585921565999
03454001,4858.912344811014,219473.89599999998,2195.085,1357.045628782268,1937.9545016799996
03454031,16098.141844203068,531540.0459,6873.765,4496.050035667475,4693.498605297
03454053,6946.393345386447,277462.4307,3005.089,1940.0581974329807,2449.993263081
03454009,5018.215092394108,239104.8627,3032.2889999999998,1401.5372931547504,2111.295937641
03454017,6330.836503201047,225010.8604,3339.892,1768.1393269790203,1986.8458973319998
03454021,32485.940031546532,923748.6468000001,11632.854,9072.99819141063,8156.700551244
03454059,5245.597948827654,171074.7218,1998.115,1465.0430511280756,1510.5897934939999
03454023,5059.4647364503635,184432.08499999996,2736.493,1413.0579062432219,1628.5353105499996
03454026,20229.400530322833,941029.3320999999,14462.247,5649.869274113864,8309.289002442998
03454048,85737.65399249048,356461.12510000006,6359.031,23945.669383562665,3147.5517346330003
03454004,3286.7812627310823,179234.398,2110.618,917.9651388681639,1582.6397343399997
03457018,33972.56348327015,2204217.2333,16374.699,9488.19725524252,19463.238170039
03452006,47951.26722856634,2297113.0341000003,15011.188,13392.309424266294,20283.508091103
03457003,666.0053813250354,37453.9896,609.98,186.00864295026912,330.718728168
03457010,14018.886689606175,670058.5301,4561.974,3915.3348635401085,5916.616820783
03457011,4309.579600759937,278215.9676,1904.371,1203.622486696243,2456.646993908
03457015,4135.592677111836,211991.4016,2526.499,1155.0296787905645,1871.884076128
03462001,4537.685421960652,261103.2474,2243.932,1267.3301614993904,2305.541674542
03462011,4159.198449431055,210526.2479,1140.065,1161.6225349415995,1858.9467689569997
03462006,5183.03233865463,280883.85789999994,1903.336,1447.5691018628515,2480.2044652569994
03462008,2312.121237497096,147406.0165,916.513,645.7523404205639,1301.595125695
03462012,2543.2459355667247,152310.3616,1085.068,710.3031573444305,1344.900492928
03462016,1578.1644093781833,96757.4596,712.73,440.7655378952328,854.3683682679999
08315015,41988.23021693079,1032618.5114000001,15563.442,11726.892817286598,9118.021455662
08315059,12896.808345717189,551248.9267000001,7088.649,3601.9496028753533,4867.528022761
08315072,5354.4288082165685,284491.09729999996,3553.368,1495.4384218468053,2512.0563891589995
08315133,15683.891998042976,737403.9382,11119.565,4380.354196133422,6511.276774305999
08316012,27880.787187246584,967077.4229,13897.253,7786.825053526098,8539.293644206999
08316038,9451.60038667225,412595.52890000003,6474.543,2639.7374719936925,3643.218520187
07340028,4622.145977847908,330843.2695,2389.783,1290.9191501531423,2921.3460696849997
07340036,1061.392236427856,63740.8802,822.155,296.43623771193586,562.8319721659999
07340003,2398.6701161348283,143630.72859999997,1336.372,669.9245767352961,1268.2593335379997
07340007,1544.3716435356155,113652.15389999999,1463.138,431.327556323062,1003.5485189369998
07340022,2835.4198405188004,160552.9818,1273.985,791.9044072584957,1417.682829294
07340032,7528.188619095695,301369.54380000004,2799.688,2102.5477994272364,2661.093071754
07340038,5673.589225005125,606660.1836000001,4224.924,1584.5767346516811,5356.809421188001
07335021,1989.5928208055761,119239.4628,1037.135,555.6733789227893,1052.884456524
07335023,1803.3063411163841,106512.4016,828.7,503.6454280103949,940.5045061279999
07335037,371.43466041663834,20412.397100000002,2866.896,103.73798630776291,180.241466393
07340012,2709.890697307207,102834.06280000001,990.11,756.8453728509298,908.024774524
07340016,3869.6450426653983,207639.1872,2027.458,1080.753163966019,1833.4540229759998
07340025,1049.5761558575944,58049.82459999999,559.915,293.1361245694675,512.5799512179999
07340050,1953.5263234694528,46826.4064,351.055,545.6003668817834,413.477168512
07340054,12587.117471441401,511726.4526000001,3842.799,3515.456038598869,4518.544576458
07340055,4360.099428787904,214836.88760000002,3415.605,1217.7321694661737,1897.009717508
07335005,2106.9319649596055,101820.8518,1330.25,588.4450284935682,899.0781213939999
07335006,1052.0561164436049,61141.1431,416.975,293.82875276153436,539.876293573
07335009,746.1419837406663,41637.43230000001,338.98,208.3899946389307,367.65852720900006
07335014,1090.0455470261807,64608.7198,621.345,304.43882082894197,570.494995834
07335017,3446.523738857154,195697.6417,2543.915,962.5796150254145,1728.0101762109998
07335029,19075.573671159433,240494.66210000002,2133.463,5327.616970618117,2123.567866343
07335033,1887.1639977090026,110594.62610000001,940.52,527.0660329201473,976.550548463
07335040,6923.00783947886,336401.7842,4914.515,1933.5268594880506,2970.4277544859997
07335043,2554.25072647617,151865.51280000003,1357.165,713.3766853975294,1340.972478024
07335046,701.3230605862033,44712.9586,336.42,195.8725175911207,394.815424438
07335049,10943.240669463827,483759.9236,5301.322,3056.3376865745518,4271.6001253879995
07336053,1492.9559413202546,82542.6535,677.085,416.9676648513339,728.8516304049999
07336087,2660.554970233856,104131.9545,1370.505,743.0663976366135,919.485158235
07336090,523.1637132534333,32043.963599999995,358.8,146.11439347455138,282.9481985879999
07336105,42.33953211769092,2531.9405,1699.985,11.825007925149897,22.357034615
07133001,1005.5115028241178,49200.3615,239.07500000000002,280.8293076237478,434.43919204499997
07133009,846.6585203689933,46192.27620000001,336.53,236.46325815385612,407.877798846
07133011,825.9577018838262,126669.4091,1168.673,230.6817265591338,1118.490882353
07133017,808.2393526947146,49182.65210000001,348.96500000000003,225.73316881410685,434.282818043
07133024,1136.1459406855054,60599.27949999999,359.17,317.31419977405477,535.0916379849999
07133051,546.359130256682,32945.595199999996,109.92,152.59264148938868,290.90960561599996
07133057,1182.7282956330544,64854.53040000001,584.895,330.32418568735574,572.665503432
07133060,564.0481412859914,33516.903,239.005,157.53300537976452,295.95425349
07133064,3.3390153126238142,301.718,1490.59,0.932553586662705,2.66416994
07133065,10535.58410724435,345788.2979,2504.088,2942.483285312275,3053.310670457
07133081,763.667475569951,46113.630399999995,601.19,213.28468925193158,407.1833564319999
07336001,30.707259408697006,1898.3293,199.68,8.576230480254987,16.762247719
07336061,17.087995573939292,1219.3329,645.525,4.772506283845504,10.766709507
07336074,1691.1154369732947,92479.99230000001,529.645,472.3116303922714,816.598332009
07140011,399.46109696008494,17645.3668,379.32,111.56548976998212,155.80858884399998
07140012,422.3109466944697,16937.713300000003,575.155,117.94722430229844,149.56000843900003
07140068,1317.4405501837073,62649.1281,842.755,367.9479712608076,553.191801123
07140080,2660.335773495768,64506.45430000001,875.75,743.005178179633,569.591991469
